c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumumber
1,1,2,0.581,41,1,0.89717,11.916,1127.4,15918,0.37738,0.14418,40.157
1,1,3,0.645,14.9,1,0.70898,9.0719,877,11203,0.33052,0.11906,34.838
1,1,4,0.85,22.3,1,0.29995,4.052,357.9,4592.9,0.17533,0.049381,16.218
1,1,5,0.995,3.13,1,0.18143,2.6404,212.29,2925.6,0.14033,0.036536,13.065
1,1,6,1.23,30,1,0.11575,1.6525,132.53,1967.8,0.10615,0.02965,10.825
1,1,7,1.38,23,1,0.090352,1.1424,108.16,1542.2,0.097489,0.031512,11.034
1,2,2,0.544,154,1,1.2408,15.674,1560.8,19776,0.46247,0.176,47.254
1,2,3,0.616,54,1,0.85995,10.878,1060.5,13307,0.35282,0.12581,34.903
1,2,4,0.821,31.5,1,0.39339,4.8755,470.49,6506.9,0.20178,0.067832,20.866
1,2,5,1.05,42.1,1,0.21082,2.8272,256.42,3266.8,0.14523,0.042905,14.202
1,2,6,1.17,55.5,1,0.13836,2.1605,168.08,2302.6,0.10342,0.033201,11.525
1,2,7,1.35,37.2,1,0.10955,1.6661,131.82,1837.6,0.10296,0.031396,10.98
1,3,2,0.558,65,1,1.5987,13.49,1865.2,24787,0.52941,0.19013,48.201
1,3,3,0.665,13.2,1,1.0207,7.7403,1204.8,15351,0.46265,0.14547,38.955
1,3,4,0.85,20.6,1,0.4542,3.7356,524.8,6789.2,0.29814,0.077416,22.916
1,3,5,1.1,8.07,1,0.2216,1.992,263.12,4070.8,0.23728,0.048183,15.768
1,3,6,1.28,3.42,1,0.16879,1.4725,192.11,2996,0.18053,0.046415,15.227
1,4,2,0.624,58.3,1,0.8775,10.5,1084.2,12400,0.39443,0.14866,40.941
1,4,3,0.733,14.2,1,0.49156,5.8552,585.71,6968.4,0.23957,0.084452,25.285
1,4,4,0.851,13.4,1,0.30337,3.8807,361.44,4377.2,0.17633,0.049335,15.777
1,4,5,1.09,22.5,1,0.16041,2.1625,190.71,2451.6,0.1318,0.033795,12.14
1,4,6,1.29,3.84,1,0.10692,1.4633,123.32,1633,0.097126,0.027779,10.088
1,5,1,0.529,141,1,1.468,15.853,1770.6,25148,0.4711,0.1836,47.94
1,5,2,0.591,125,1,1.3174,13.14,1574.8,20180,0.45905,0.1771,46.263
1,5,3,0.669,56.5,1,0.8867,8.5464,1043.2,13135,0.36701,0.12756,34.384
1,5,4,0.862,56.1,1,0.37047,3.9551,415.23,6189.3,0.19756,0.06105,19.005
1,5,5,1.03,61.9,1,0.22915,2.6659,256.24,3535.6,0.15463,0.043747,14.654
1,5,6,1.25,41.7,1,0.16026,1.7944,177.81,2811.2,0.13567,0.036002,12.47
1,6,1,0.542,73.4,1,1.4476,16.168,1787.6,23126,0.50655,0.19863,52.043
1,6,2,0.597,69.4,1,1.1052,12.435,1358.2,18219,0.41389,0.16377,43.353
1,6,3,0.681,50.2,1,0.76621,8.2623,898.6,11430,0.30108,0.11549,32.429
1,6,4,0.826,19,1,0.38357,4.5439,454.83,5873,0.19781,0.064157,20.037
1,6,5,1.01,11.5,1,0.23665,2.927,282.66,3404.3,0.16424,0.045474,15.311
1,6,6,1.16,13.3,1,0.16418,2.1333,197.51,2749.7,0.13966,0.037483,12.957
1,7,1,0.511,88.9,1,1.4156,16.664,1762.6,21737,0.49409,0.19689,52.38
1,7,2,0.568,67.6,1,1.1016,12.14,1304.8,14981,0.40427,0.15539,41.861
1,7,3,0.68,55.1,1,0.66801,6.8151,794.22,9060.6,0.30525,0.10656,30.162
1,7,4,0.87,20,1,0.29463,3.3036,348.5,4244.9,0.17755,0.058355,18.163
1,7,5,1.04,39.2,1,0.17028,2.0843,195.95,3024.7,0.12744,0.036995,12.56
1,7,6,1.23,11.4,1,0.11935,1.4998,139.18,2034.5,0.099766,0.033155,11.121
1,8,1,0.5,171,1,1.1702,14.642,1439.8,18998,0.48667,0.17506,47.412
1,8,2,0.547,104,1,1.0206,12.412,1257.5,16206,0.42404,0.15525,42.108
1,8,3,0.659,40.9,1,0.64742,7.3314,770.22,9451,0.31647,0.10633,30.046
1,8,4,0.822,29,1,0.33055,4.0434,404.84,4641.8,0.19915,0.063844,20.011
1,8,5,0.938,46.9,1,0.24622,3.0638,296.26,3375.9,0.17517,0.046282,15.193
1,8,6,1.14,41,1,0.15032,1.9853,184.86,2148.2,0.14594,0.038304,13.066
2,1,2,0.6,69.5,1,2.8301,47.365,3574.2,41844,0.65518,0.23246,59.996
2,1,3,0.658,42.1,1,2.3055,38.723,2899.4,31357,0.57059,0.19676,52.041
2,1,4,0.85,23,1,1.0761,20.73,1329.3,14266,0.32444,0.10936,31.1
2,1,5,1.01,11.5,1,0.60662,11.69,731.53,8726.8,0.24708,0.074804,24.137
2,1,6,1.23,14.1,1,0.38061,7.45,453.91,5619,0.19165,0.05852,19.777
2,2,2,0.565,135,1,3.5199,60.805,4414.8,47015,0.76253,0.26187,66.398
2,2,3,0.642,84.7,1,2.3198,38.93,2945.8,32420,0.55982,0.18864,48.877
2,2,4,0.836,45.1,1,1.0781,18.546,1316.7,15020,0.33459,0.10704,31.119
2,2,5,1.02,45.5,1,0.66623,11.285,823.4,9781,0.26961,0.084174,25.252
2,2,6,1.21,44.8,1,0.42571,7.6915,513.06,7004.5,0.20761,0.061363,20.153
2,2,7,1.4,29.7,1,0.33265,5.8045,399.73,5175.9,0.18062,0.06498,20.58
2,3,2,0.583,76.2,1,3.6034,39.022,4483.6,50814,0.84481,0.24789,60.457
2,3,3,0.695,40.3,1,2.4625,25.562,3012.1,34387,0.66165,0.19878,49.1
2,3,4,0.872,78.7,1,1.2838,14.197,1510.4,16560,0.45008,0.13364,36.292
2,3,5,1.03,15.6,1,0.69551,8.4648,802.1,10651,0.32284,0.081595,24.095
2,3,6,1.22,0.115,1,0.44421,5.2608,507.63,8021.5,0.26003,0.064784,20.034
2,3,7,1.39,25,1,0.37577,4.6567,423.25,6082.5,0.23824,0.063535,19.354
2,4,2,0.632,44.7,1,2.5031,39.257,3239.6,35235,0.64143,0.22481,57.445
2,4,3,0.711,35.2,1,2.0183,31.718,2556.1,26245,0.52005,0.18439,48.341
2,4,4,0.879,17.2,1,0.9064,16.047,1098.6,13485,0.29964,0.097986,28.31
2,4,5,1.08,8.87,1,0.55292,10.261,682.4,8189.3,0.22737,0.07177,22.576
2,4,6,1.29,0.553,1,0.3568,6.5961,432.84,5397.9,0.17832,0.058058,18.85
2,5,1,0.542,168,1,4.2486,57.628,5371,67661,0.86637,0.28852,71.37
2,5,2,0.616,104,1,3.7172,46.69,4672.3,48559,0.84183,0.2754,68.184
2,5,3,0.689,83.1,1,2.6852,31.785,3369.8,34571,0.64161,0.2164,53.892
2,5,4,0.884,51.6,1,1.1123,15.239,1356.7,15543,0.35036,0.11507,31.778
2,5,5,1.07,28.3,1,0.64805,9.2187,783.42,8855.8,0.26346,0.082595,24.721
2,5,6,1.27,28.9,1,0.43092,6.5552,505.16,6511.3,0.20382,0.062834,20.175
2,6,1,0.558,79.5,1,3.7586,58.951,4750.7,61429,0.77769,0.27485,69.16
2,6,2,0.621,73.6,1,2.8515,45.446,3625.4,41111,0.68035,0.22925,59.181
2,6,3,0.706,36.9,1,1.9695,29.814,2466.1,28477,0.49225,0.16952,44.259
2,6,4,0.809,38.2,1,1.2633,19.637,1525.5,18091,0.38127,0.12056,33.45
2,6,5,0.996,11.8,1,0.69805,11.313,846.65,10682,0.28735,0.08613,26.602
2,6,6,1.16,5.6,1,0.43169,7.2828,517.72,6804.5,0.20969,0.062597,20.341
2,7,1,0.499,164,1,3.7736,63.518,4800.7,56095,0.75771,0.26042,66.897
2,7,2,0.525,133,1,3.9472,65.1,5034,54552,0.78721,0.26875,68.362
2,7,3,0.639,71.1,1,2.2644,34.635,2854.6,32191,0.53851,0.17647,46.5
2,7,4,0.84,35.1,1,1.0716,16.674,1331,14118,0.33955,0.11197,30.925
2,7,5,1.03,36.7,1,0.60314,9.8022,749.51,8940.7,0.24631,0.080028,24.219
2,7,6,1.2,33.5,1,0.42254,6.6177,505.13,6826.7,0.205,0.063595,20.389
2,8,1,0.536,173,1,3.917,63.017,4923,52593,0.84994,0.27898,70.162
2,8,2,0.568,127,1,3.2951,52.752,4213.3,44933,0.76644,0.25453,64.973
2,8,3,0.671,64,1,2.1702,33.668,2734.6,31250,0.55523,0.18669,48.425
2,8,4,0.833,40.2,1,1.151,18.386,1404.6,14957,0.37226,0.12115,33.662
2,8,5,0.999,55,1,0.69308,11.543,854.26,9601.5,0.27634,0.085947,25.733
2,8,6,1.14,24.1,1,0.48171,7.8838,587.38,6620.7,0.24562,0.068516,22.044
3,1,2,0.611,65.8,1,5.5391,104.1,7015.9,83157,0.92299,0.29455,74.009
3,1,3,0.702,54.4,1,3.3779,67.209,4252.4,50229,0.64499,0.20079,52.016
3,1,4,0.842,33.3,1,2.0252,41.874,2522.3,28329,0.44869,0.14076,38.085
3,1,5,1.04,31.5,1,1.1213,24.822,1396.5,17166,0.33683,0.098792,29.715
3,1,6,1.19,26.1,1,0.8219,17.265,1020.5,12181,0.28162,0.085079,25.922
3,1,7,1.43,2.6,1,0.55454,11.599,685.8,9007.4,0.23049,0.078991,23.799
3,2,2,0.574,174,1,6.6971,132.96,8495.8,96009,1.0404,0.31852,80.005
3,2,3,0.65,121,1,4.3566,81.551,5531.3,61956,0.76786,0.24243,61.196
3,2,4,0.848,59.5,1,2.2896,42.188,2854.1,31637,0.49711,0.15112,39.598
3,2,5,0.991,70.8,1,1.4142,27.351,1761.4,19935,0.40061,0.11356,32.133
3,2,6,1.17,42.5,1,0.90806,17.491,1115.6,12823,0.30478,0.088253,26.234
3,2,7,1.38,29.7,1,0.63537,13.232,788.7,10522,0.25215,0.077563,23.386
3,3,2,0.577,147,1,6.5331,80.863,8271.9,98979,1.0836,0.30013,72.512
3,3,3,0.69,67.6,1,4.2904,50.86,5431.5,62744,0.8604,0.23536,56.634
3,3,4,0.876,29.8,1,2.2495,28.697,2770,31423,0.58125,0.16165,41.846
3,3,5,1.07,38.6,1,1.222,16.257,1437.2,18684,0.3939,0.10541,29.283
3,3,6,1.25,5.01,1,0.83199,10.899,975.86,12901,0.34423,0.086786,25.562
3,3,7,1.43,3.8,1,0.67176,9.2652,775.21,10527,0.31346,0.081844,24.718
3,4,2,0.629,28.4,1,5.2761,89.03,6676,72492,0.92477,0.28562,70.761
3,4,3,0.69,20.1,1,4.2417,72.482,5356.3,54752,0.80298,0.25486,63.108
3,4,4,0.864,4.21,1,2.0097,38.66,2499.5,27731,0.46625,0.14652,38.894
3,4,5,1.07,-1.15,1,1.1529,22.636,1413.9,16853,0.34167,0.098597,28.834
3,4,6,1.32,17.8,1,0.67109,13.267,806.44,10980,0.26595,0.080359,24.756
3,4,7,1.48,12.8,1,0.52919,10.555,653.02,7900.5,0.22601,0.071184,21.881
3,5,2,0.586,180,1,7.0427,100.14,8942.9,1.0731e+05,1.1398,0.31978,78.167
3,5,3,0.693,97.9,1,4.3468,61.68,5507.2,64939,0.80177,0.23735,57.902
3,5,4,0.895,72.5,1,1.9435,29.835,2433,26490,0.45382,0.13857,36.448
3,5,5,1.08,49,1,1.2996,19.724,1613.7,16811,0.39066,0.10691,30.407
3,5,6,1.25,57,1,0.77825,12.564,962.49,11543,0.283,0.085119,24.879
3,5,7,1.46,54.1,1,0.57726,9.394,690.91,8551.5,0.24136,0.073697,22.301
3,6,2,0.635,54.1,1,5.6456,88.594,7139.1,79514,0.96677,0.29457,73.387
3,6,3,0.702,27.9,1,3.8562,65.027,4913.7,54373,0.71831,0.22018,55.14
3,6,4,0.829,31.5,1,2.3094,40.943,2874.3,31871,0.49467,0.15192,39.993
3,6,5,0.999,19.2,1,1.4222,25.65,1759.7,19187,0.40622,0.11769,33.154
3,6,6,1.16,2.46,1,0.98701,17.866,1190.5,14073,0.33751,0.092479,27.657
3,6,7,1.29,6.16,1,0.80143,14.59,985.59,12272,0.30901,0.086564,26.457
3,7,2,0.541,122,1,8.1313,126.75,10301,1.146e+05,1.2697,0.36235,90.307
3,7,3,0.667,54.4,1,4.5703,71.366,5781,60870,0.83194,0.25213,62.261
3,7,4,0.87,37,1,1.9674,32.695,2468.2,26096,0.44442,0.13968,36.976
3,7,5,1.05,7.63,1,1.1384,20.679,1411.7,15988,0.34225,0.098029,28.192
3,7,6,1.23,27.5,1,0.81458,14.334,1005.9,11601,0.2937,0.081539,24.504
3,7,7,1.41,4.67,1,0.59885,10.942,731.74,8393.1,0.25179,0.075872,23.02
3,8,2,0.584,123,1,5.7753,105.96,7375.4,74239,0.96822,0.28624,72.104
3,8,3,0.661,79.9,1,4.3055,76.25,5452.3,62285,0.79466,0.23968,59.712
3,8,4,0.831,35.1,1,2.2219,40.277,2775.9,30256,0.51611,0.16108,42.676
3,8,5,0.982,47.2,1,1.5345,27.01,1897.4,18800,0.41994,0.12091,33.385
3,8,6,1.15,12.8,1,1.1,19.866,1363.5,13814,0.36645,0.10366,30.426
3,8,7,1.27,38.6,1,0.81763,15.424,977.92,11430,0.31344,0.088491,27.222
4,1,2,0.628,94.8,1,6.7966,138.2,8560.8,90259,0.93845,0.28419,70.534
4,1,3,0.73,53.9,1,4.8479,95.993,6090.1,65239,0.74061,0.22909,57.31
4,1,4,0.894,21,1,2.7694,59.211,3443.1,40593,0.52424,0.15685,42.079
4,1,5,1.03,28.5,1,1.8418,40.821,2294.7,25977,0.43572,0.1231,34.983
4,1,6,1.2,9.57,1,1.2497,27.923,1541.9,19282,0.35436,0.096799,29.099
4,1,7,1.38,6.3,1,0.97119,22.168,1196.8,15537,0.31156,0.08575,26.815
4,2,2,0.562,295,1,11.252,203.76,14397,1.7602e+05,1.4648,0.39865,101.1
4,2,3,0.637,146,1,7.2282,136.76,9146.2,1.1003e+05,1.0144,0.2894,71.932
4,2,4,0.831,91.4,1,3.6456,71.289,4549.7,45894,0.64038,0.18882,47.627
4,2,5,0.951,95.2,1,2.5127,48.015,3135.2,34405,0.50478,0.14968,39.155
4,2,6,1.23,24.4,1,1.1562,24.279,1427.9,18899,0.3332,0.092224,27.277
4,2,7,1.37,46.8,1,0.9394,20.497,1160.9,13911,0.30036,0.086927,25.519
4,3,2,0.612,119,1,9.2778,117.47,11763,1.3087e+05,1.3198,0.33867,80.511
4,3,3,0.679,70.4,1,6.6858,82.792,8637.8,92865,1.0465,0.27486,64.969
4,3,4,0.871,64.6,1,3.4524,45.584,4258.1,48321,0.68582,0.18694,46.063
4,3,5,1.06,40.8,1,1.959,27.059,2405.8,30362,0.51635,0.13027,35.065
4,3,6,1.25,21.8,1,1.3242,19.361,1597.9,19582,0.43016,0.1051,29.97
4,3,7,1.38,18.5,1,1.0693,15.173,1265.3,17288,0.38564,0.097067,28.391
4,4,2,0.604,130,1,9.9514,166.33,12658,1.354e+05,1.3608,0.37087,92.827
4,4,3,0.724,26,1,5.3046,96.325,6662.2,75668,0.83028,0.24589,60.419
4,4,4,0.878,2.65,1,3.0078,60.265,3741.9,40367,0.58974,0.17529,45.675
4,4,5,1.09,2.4,1,1.6814,33.881,2077.4,25052,0.43562,0.11506,32.573
4,4,6,1.27,4.19,1,1.123,22.797,1385.8,17801,0.32913,0.08917,26.717
4,4,7,1.44,0.623,1,0.85432,17.506,1043.2,13340,0.29804,0.079551,24.73
4,5,2,0.676,146,1,7.9928,109.57,10084,1.1594e+05,1.1732,0.32546,79.14
4,5,3,0.727,115,1,6.9161,95.742,8717.5,93436,1.0284,0.28755,69.111
4,5,4,0.908,43.8,1,3.0245,46.777,3805.4,39371,0.59422,0.17039,42.66
4,5,5,1.07,44.3,1,1.9151,30.525,2383.1,28160,0.46845,0.12401,33.524
4,5,6,1.24,38.9,1,1.2355,21.469,1516.8,18600,0.37289,0.097909,28.158
4,5,7,1.41,24.3,1,0.91326,17.116,1134.1,14746,0.31569,0.093812,26.81
4,6,2,0.603,122,1,7.8996,139.38,10242,1.1759e+05,1.1683,0.314,78.144
4,6,3,0.692,71.7,1,6.2892,110.73,7997.4,87123,0.95382,0.27146,66.417
4,6,4,0.843,21.6,1,3.1979,58.554,4004.5,45820,0.58768,0.17312,44.17
4,6,5,1,22.1,1,2.1726,37.891,2677.8,30476,0.50607,0.1429,38.238
4,6,6,1.16,21.7,1,1.5382,28.712,1913,22231,0.42149,0.11499,32.513
4,6,7,1.36,11.4,1,1.0266,20.657,1271.6,15208,0.32737,0.090437,26.864
4,7,2,0.599,171,1,10.274,164.42,13113,1.4578e+05,1.4115,0.37397,93.027
4,7,3,0.67,92.7,1,6.2389,108.27,7848.1,79536,0.9178,0.25248,62.599
4,7,4,0.854,51.6,1,3.0813,54.543,3863.5,41351,0.57897,0.16327,42.007
4,7,5,1.04,32.4,1,1.8558,35.217,2290.4,27563,0.45164,0.12693,34.737
4,7,6,1.23,47.2,1,1.1921,22.398,1480.7,18003,0.34368,0.093488,27.106
4,7,7,1.39,29.4,1,0.89808,16.934,1107.3,13403,0.30842,0.085183,25.459
4,8,2,0.607,126,1,8.8683,157.12,11256,1.1021e+05,1.2592,0.34345,84.915
4,8,3,0.686,91.1,1,6.0172,109.34,7636.2,78360,0.91497,0.25578,61.984
4,8,4,0.831,68.8,1,3.6549,64.96,4588.8,45532,0.63821,0.18847,47.23
4,8,5,0.999,42.8,1,2.0284,37.31,2506.5,28196,0.4864,0.12966,35.745
4,8,6,1.16,32.9,1,1.4513,28.18,1815.9,21079,0.39502,0.10806,30.653
4,8,7,1.31,31.1,1,1.1489,22.581,1404,17382,0.36514,0.096267,28.625
1,1,2,0.581,41,2,0.89717,11.916,1115.3,13038,0.27956,0.12603,35.71
1,1,3,0.645,14.9,2,0.70898,9.0719,873.02,9174.3,0.24771,0.1058,31.541
1,1,4,0.85,22.3,2,0.29995,4.052,367.18,3848.8,0.13969,0.051814,18.382
1,1,5,0.995,3.13,2,0.18143,2.6404,220.97,2348.1,0.11483,0.039619,15.354
1,1,6,1.23,30,2,0.11575,1.6525,142.72,1578.7,0.090906,0.032937,12.921
1,1,7,1.38,23,2,0.090352,1.1424,111.91,1262.5,0.082295,0.033309,12.427
1,2,2,0.544,154,2,1.2408,15.674,1548,16350,0.35143,0.14927,41.054
1,2,3,0.616,54,2,0.85995,10.878,1064.4,11351,0.27566,0.11308,32.832
1,2,4,0.821,31.5,2,0.39339,4.8755,487.48,5624.2,0.16965,0.064384,20.774
1,2,5,1.05,42.1,2,0.21082,2.8272,261.41,2777,0.11979,0.044263,15.515
1,2,6,1.17,55.5,2,0.13836,2.1605,171.42,1919.4,0.095422,0.036461,13.378
1,2,7,1.35,37.2,2,0.10955,1.6661,135.57,1497.3,0.091231,0.03443,12.768
1,3,2,0.558,65,2,1.5987,13.49,2042.6,21432,0.54124,0.18072,46.54
1,3,3,0.665,13.2,2,1.0207,7.7403,1297.7,12836,0.43442,0.14408,38.419
1,3,4,0.85,20.6,2,0.4542,3.7356,577.22,5664.6,0.26617,0.081898,24.328
1,3,5,1.1,8.07,2,0.2216,1.992,281.09,3041.5,0.18442,0.052615,17.313
1,3,6,1.28,3.42,2,0.16879,1.4725,214.7,2416.5,0.17177,0.052743,16.978
1,4,2,0.624,58.3,2,0.8775,10.5,1091.9,10104,0.30458,0.13139,36.785
1,4,3,0.733,14.2,2,0.49156,5.8552,607.77,5994,0.20107,0.0814,25.181
1,4,4,0.851,13.4,2,0.30337,3.8807,373.07,3674.2,0.14932,0.054621,18.714
1,4,5,1.09,22.5,2,0.16041,2.1625,197.57,2012.9,0.11208,0.037595,14.433
1,4,6,1.29,3.84,2,0.10692,1.4633,132.12,1384,0.09031,0.032572,12.451
1,5,1,0.529,141,2,1.468,15.853,1840.8,22206,0.44943,0.16671,44.691
1,5,2,0.591,125,2,1.3174,13.14,1658.5,17737,0.4371,0.16344,43.476
1,5,3,0.669,56.5,2,0.8867,8.5464,1110.7,11399,0.32559,0.12154,33.265
1,5,4,0.862,56.1,2,0.37047,3.9551,462.85,5166.4,0.19505,0.064604,20.692
1,5,5,1.03,61.9,2,0.22915,2.6659,286.67,2773.2,0.15287,0.049757,17.275
1,5,6,1.25,41.7,2,0.16026,1.7944,200.97,2243.4,0.13981,0.044021,15.71
1,6,1,0.542,73.4,2,1.4476,16.168,1816,20198,0.43722,0.17334,46.715
1,6,2,0.597,69.4,2,1.1052,12.435,1378.6,15893,0.35921,0.14129,38.749
1,6,3,0.681,50.2,2,0.76621,8.2623,952.84,9875.8,0.28117,0.10858,31.342
1,6,4,0.826,19,2,0.38357,4.5439,476.02,5039.1,0.18026,0.063276,20.833
1,6,5,1.01,11.5,2,0.23665,2.927,293.68,2805.3,0.14366,0.048216,17.119
1,6,6,1.16,13.3,2,0.16418,2.1333,203.19,2197.4,0.12057,0.041354,15.217
1,7,1,0.511,88.9,2,1.4156,16.664,1780,18804,0.43366,0.16894,46.392
1,7,2,0.568,67.6,2,1.1016,12.14,1377.1,13179,0.37135,0.1463,40.481
1,7,3,0.68,55.1,2,0.66801,6.8151,831.77,8003.3,0.28017,0.10656,31.093
1,7,4,0.87,20,2,0.29463,3.3036,366.51,3650.8,0.15772,0.057351,18.757
1,7,5,1.04,39.2,2,0.17028,2.0843,211.31,2392.5,0.12088,0.041374,15.002
1,7,6,1.23,11.4,2,0.11935,1.4998,149.31,1608.6,0.10301,0.037904,13.454
1,8,1,0.5,171,2,1.1702,14.642,1454.9,15794,0.37799,0.15485,43.303
1,8,2,0.547,104,2,1.0206,12.412,1271.9,13536,0.34056,0.13948,38.909
1,8,3,0.659,40.9,2,0.64742,7.3314,802.44,7796.1,0.25433,0.10134,29.694
1,8,4,0.822,29,2,0.33055,4.0434,409.7,3863.8,0.16571,0.062625,20.562
1,8,5,0.938,46.9,2,0.24622,3.0638,304.35,2635.8,0.14753,0.050473,18.063
1,8,6,1.14,41,2,0.15032,1.9853,186.92,1682.8,0.11838,0.042149,15.484
2,1,2,0.6,69.5,2,2.8301,47.365,3672.9,37101,0.49098,0.19331,50.679
2,1,3,0.658,42.1,2,2.3055,38.723,2997.8,27899,0.43149,0.16706,44.701
2,1,4,0.85,23,2,1.0761,20.73,1383.7,12673,0.25592,0.097699,28.223
2,1,5,1.01,11.5,2,0.60662,11.69,784.57,7708.8,0.20478,0.069378,22.822
2,1,6,1.23,14.1,2,0.38061,7.45,494.89,4937.9,0.16434,0.055688,19.067
2,2,2,0.565,135,2,3.5199,60.805,4569.9,41676,0.58339,0.22538,58.743
2,2,3,0.642,84.7,2,2.3198,38.93,3014.1,28610,0.43216,0.16666,43.773
2,2,4,0.836,45.1,2,1.0781,18.546,1394.6,13179,0.27145,0.098316,28.644
2,2,5,1.02,45.5,2,0.66623,11.285,866.21,8537.5,0.2169,0.075977,23.309
2,2,6,1.21,44.8,2,0.42571,7.6915,552.29,6094.1,0.17838,0.057893,19.3
2,2,7,1.4,29.7,2,0.33265,5.8045,433.2,4524.6,0.1665,0.062342,20.227
2,3,2,0.583,76.2,2,3.6034,39.022,4781.8,45147,0.73325,0.22728,56.368
2,3,3,0.695,40.3,2,2.4625,25.562,3263.9,30380,0.59401,0.19016,47.1
2,3,4,0.872,78.7,2,1.2838,14.197,1702.4,14443,0.42092,0.12907,34.271
2,3,5,1.03,15.6,2,0.69551,8.4648,922.46,9153.3,0.30241,0.085586,24.775
2,3,6,1.22,0.115,2,0.44421,5.2608,585.61,6594.4,0.24463,0.067944,20.51
2,3,7,1.39,25,2,0.37577,4.6567,497.69,4981.5,0.2426,0.070336,21.032
2,4,2,0.632,44.7,2,2.5031,39.257,3246.7,30498,0.47922,0.1904,49.251
2,4,3,0.711,35.2,2,2.0183,31.718,2634.2,23452,0.42539,0.16459,43.493
2,4,4,0.879,17.2,2,0.9064,16.047,1180.2,11865,0.24628,0.09068,26.57
2,4,5,1.08,8.87,2,0.55292,10.261,718.89,7334.9,0.19177,0.065947,21.113
2,4,6,1.29,0.553,2,0.3568,6.5961,464.97,4803.2,0.16138,0.056377,18.737
2,5,1,0.542,168,2,4.2486,57.628,5570.9,60898,0.74817,0.25498,64.514
2,5,2,0.616,104,2,3.7172,46.69,4877.4,43778,0.70915,0.24189,60.664
2,5,3,0.689,83.1,2,2.6852,31.785,3531.9,31342,0.56383,0.19712,49.532
2,5,4,0.884,51.6,2,1.1123,15.239,1459.2,14023,0.32016,0.10892,29.735
2,5,5,1.07,28.3,2,0.64805,9.2187,853.38,7900.6,0.24992,0.079852,23.932
2,5,6,1.27,28.9,2,0.43092,6.5552,566.66,5653.6,0.21814,0.065846,21.113
2,6,1,0.558,79.5,2,3.7586,58.951,4875.5,55048,0.65052,0.23968,61.828
2,6,2,0.621,73.6,2,2.8515,45.446,3679.6,37013,0.54862,0.20105,52.877
2,6,3,0.706,36.9,2,1.9695,29.814,2560.4,25783,0.4155,0.15451,40.564
2,6,4,0.809,38.2,2,1.2633,19.637,1642.7,16019,0.32181,0.11262,31.499
2,6,5,0.996,11.8,2,0.69805,11.313,908.46,9372.6,0.24489,0.078353,24.317
2,6,6,1.16,5.6,2,0.43169,7.2828,560.4,6080.5,0.19535,0.061753,20.207
2,7,1,0.499,164,2,3.7736,63.518,4929.2,50543,0.63722,0.22449,59.275
2,7,2,0.525,133,2,3.9472,65.1,5165.2,48978,0.65439,0.22861,59.743
2,7,3,0.639,71.1,2,2.2644,34.635,2965.6,29130,0.45712,0.16188,43.401
2,7,4,0.84,35.1,2,1.0716,16.674,1402.4,12801,0.298,0.10439,29.312
2,7,5,1.03,36.7,2,0.60314,9.8022,792.47,7985.9,0.22577,0.075019,23.044
2,7,6,1.2,33.5,2,0.42254,6.6177,551.98,6032.9,0.20247,0.064511,20.83
2,8,1,0.536,173,2,3.917,63.017,5119.3,46543,0.65211,0.23939,61.36
2,8,2,0.568,127,2,3.2951,52.752,4311.7,39723,0.57551,0.21425,55.184
2,8,3,0.671,64,2,2.1702,33.668,2838.9,27589,0.43987,0.16765,43.99
2,8,4,0.833,40.2,2,1.151,18.386,1501.8,13196,0.30577,0.11016,30.826
2,8,5,0.999,55,2,0.69308,11.543,907.84,8412,0.22505,0.078631,23.702
2,8,6,1.14,24.1,2,0.48171,7.8838,629.36,5750.3,0.19986,0.063822,20.831
3,1,2,0.611,65.8,2,5.5391,104.1,7230.1,74244,0.67544,0.23939,62.006
3,1,3,0.702,54.4,2,3.3779,67.209,4390.1,44764,0.48003,0.17205,45.238
3,1,4,0.842,33.3,2,2.0252,41.874,2631.6,25353,0.34274,0.1232,33.481
3,1,5,1.04,31.5,2,1.1213,24.822,1459.3,15285,0.26195,0.085504,26.027
3,1,6,1.19,26.1,2,0.8219,17.265,1066.8,10872,0.22221,0.073225,22.452
3,1,7,1.43,2.6,2,0.55454,11.599,718.54,7978,0.18628,0.06864,20.958
3,2,2,0.574,174,2,6.6971,132.96,8747.2,85662,0.76914,0.26118,68.607
3,2,3,0.65,121,2,4.3566,81.551,5716.1,54864,0.56379,0.20176,51.686
3,2,4,0.848,59.5,2,2.2896,42.188,2993.8,28383,0.38458,0.13451,35.475
3,2,5,0.991,70.8,2,1.4142,27.351,1850.2,17743,0.31292,0.10282,29.377
3,2,6,1.17,42.5,2,0.90806,17.491,1185.2,11448,0.25008,0.079154,23.83
3,2,7,1.38,29.7,2,0.63537,13.232,835.56,9374.2,0.21055,0.071441,21.911
3,3,2,0.577,147,2,6.5331,80.863,8708.4,88299,0.92592,0.26501,65.545
3,3,3,0.69,67.6,2,4.2904,50.86,5731.8,55711,0.72582,0.21646,52.588
3,3,4,0.876,29.8,2,2.2495,28.697,2998.8,27952,0.50757,0.15075,38.212
3,3,5,1.07,38.6,2,1.222,16.257,1631.4,16324,0.37576,0.10323,28.16
