c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumumber
1,6,2,0.597,69.4,4,1.1052,12.435,1417.5,17938,0.47939,0.18603,50.84
1,6,3,0.681,50.2,4,0.76621,8.2623,969.19,11100,0.3563,0.13999,40.759
1,6,4,0.826,19,4,0.38357,4.5439,481.97,5612.6,0.2247,0.079992,26.603
1,6,5,1.01,11.5,4,0.23665,2.927,293.24,3103.8,0.17728,0.060309,21.902
1,6,6,1.16,13.3,4,0.16418,2.1333,204.79,2442.4,0.14343,0.05167,19.402
1,7,1,0.511,88.9,4,1.4156,16.664,1827.6,21296,0.58025,0.22259,60.308
1,7,2,0.568,67.6,4,1.1016,12.14,1406.5,14877,0.47413,0.19015,52.73
1,7,3,0.68,55.1,4,0.66801,6.8151,847.38,8951.4,0.34509,0.1355,40.128
1,7,4,0.87,20,4,0.29463,3.3036,371.18,4061,0.19453,0.072011,24.171
1,7,5,1.04,39.2,4,0.17028,2.0843,211.52,2654,0.14086,0.050533,18.884
1,7,6,1.23,11.4,4,0.11935,1.4998,147.23,1780.4,0.11787,0.045183,16.621
1,8,1,0.5,171,4,1.1702,14.642,1505.9,17919,0.50428,0.20266,55.856
1,8,2,0.547,104,4,1.0206,12.412,1312.3,15352,0.45689,0.18287,50.531
1,8,3,0.659,40.9,4,0.64742,7.3314,821.26,8733.4,0.31842,0.13044,38.643
1,8,4,0.822,29,4,0.33055,4.0434,418.25,4311.3,0.20716,0.079231,26.364
1,8,5,0.938,46.9,4,0.24622,3.0638,306.89,2931.6,0.17792,0.063711,23.028
1,8,6,1.14,41,4,0.15032,1.9853,188.13,1868.4,0.14089,0.051598,19.339
2,1,2,0.6,69.5,4,2.8301,47.365,3642.1,41919,0.69264,0.25065,64.638
2,1,3,0.658,42.1,4,2.3055,38.723,2953.2,31373,0.59603,0.21218,56.307
2,1,4,0.85,23,4,1.0761,20.73,1369.9,14284,0.35268,0.12194,35.571
2,1,5,1.01,11.5,4,0.60662,11.69,770.37,8654.1,0.2739,0.086716,28.851
2,1,6,1.23,14.1,4,0.38061,7.45,483.66,5522.5,0.21399,0.068835,23.956
2,2,2,0.565,135,4,3.5199,60.805,4569.3,47230,0.83223,0.29124,74.76
2,2,3,0.642,84.7,4,2.3198,38.93,2988,32242,0.59644,0.20967,54.773
2,2,4,0.836,45.1,4,1.0781,18.546,1377.1,14798,0.37426,0.12294,36.237
2,2,5,1.02,45.5,4,0.66623,11.285,849.79,9564.9,0.29432,0.095141,29.63
2,2,6,1.21,44.8,4,0.42571,7.6915,539.99,6778.6,0.23001,0.070713,24.073
2,2,7,1.4,29.7,4,0.33265,5.8045,422.51,5019.4,0.21095,0.075576,24.972
2,3,2,0.583,76.2,4,3.6034,39.022,4720.6,50287,0.91161,0.2822,70.026
2,3,3,0.695,40.3,4,2.4625,25.562,3202.4,33688,0.71773,0.22613,57.204
2,3,4,0.872,78.7,4,1.2838,14.197,1647.5,15953,0.48825,0.15028,41.066
2,3,5,1.03,15.6,4,0.69551,8.4648,883.09,10055,0.33449,0.096701,29.361
2,3,6,1.22,0.115,4,0.44421,5.2608,554.83,7252.8,0.25346,0.073586,23.538
2,3,7,1.39,25,4,0.37577,4.6567,472.05,5484.5,0.24719,0.075504,24.058
2,4,2,0.632,44.7,4,2.5031,39.257,3220.2,34327,0.655,0.24058,61.732
2,4,3,0.711,35.2,4,2.0183,31.718,2587.6,26311,0.57723,0.20476,54.359
2,4,4,0.879,17.2,4,0.9064,16.047,1155.2,13269,0.33079,0.1125,33.55
2,4,5,1.08,8.87,4,0.55292,10.261,705.01,8192.3,0.24998,0.081358,26.496
2,4,6,1.29,0.553,4,0.3568,6.5961,453.57,5343.6,0.20638,0.069004,23.433
2,5,1,0.542,168,4,4.2486,57.628,5545.7,68867,1.045,0.32838,81.667
2,5,2,0.616,104,4,3.7172,46.69,4825.1,49231,0.96264,0.31089,77.284
2,5,3,0.689,83.1,4,2.6852,31.785,3461,35015,0.74495,0.24217,61.571
2,5,4,0.884,51.6,4,1.1123,15.239,1428.2,15518,0.40296,0.132,36.931
2,5,5,1.07,28.3,4,0.64805,9.2187,831.15,8724.2,0.3097,0.096364,29.717
2,5,6,1.27,28.9,4,0.43092,6.5552,547.31,6235.5,0.25021,0.077702,25.912
2,6,1,0.558,79.5,4,3.7586,58.951,4897.1,62373,0.92124,0.31264,78.988
2,6,2,0.621,73.6,4,2.8515,45.446,3706.7,41931,0.77175,0.2562,66.832
2,6,3,0.706,36.9,4,1.9695,29.814,2544.4,28967,0.56171,0.19249,50.868
2,6,4,0.809,38.2,4,1.2633,19.637,1611.8,17908,0.41996,0.13716,39.267
2,6,5,0.996,11.8,4,0.69805,11.313,887.44,10450,0.31076,0.094996,30.285
2,6,6,1.16,5.6,4,0.43169,7.2828,549.66,6756.3,0.24684,0.075933,25.459
2,7,1,0.499,164,4,3.7736,63.518,4937.5,57312,0.903,0.29252,75.225
2,7,2,0.525,133,4,3.9472,65.1,5162.4,55482,0.92836,0.296,75.667
2,7,3,0.639,71.1,4,2.2644,34.635,2913.7,32644,0.61342,0.20082,53.971
2,7,4,0.84,35.1,4,1.0716,16.674,1366.4,14283,0.39108,0.12765,36.503
2,7,5,1.03,36.7,4,0.60314,9.8022,769.23,8880.4,0.28168,0.089573,28.299
2,7,6,1.2,33.5,4,0.42254,6.6177,537.38,6658.2,0.24276,0.077491,25.768
2,8,1,0.536,173,4,3.917,63.017,5095.9,52678,0.92791,0.30855,77.539
2,8,2,0.568,127,4,3.2951,52.752,4274.2,44900,0.81698,0.27688,69.972
2,8,3,0.671,64,4,2.1702,33.668,2785.1,30932,0.59627,0.20766,54.603
2,8,4,0.833,40.2,4,1.151,18.386,1470.2,14724,0.40234,0.13513,38.453
2,8,5,0.999,55,4,0.69308,11.543,883.28,9387.5,0.29296,0.096622,29.655
2,8,6,1.14,24.1,4,0.48171,7.8838,610.35,6387.9,0.2565,0.078616,26.15
3,1,2,0.611,65.8,4,5.5391,104.1,7091.5,83477,0.9747,0.3152,78.742
3,1,3,0.702,54.4,4,3.3779,67.209,4313.6,50267,0.6629,0.21641,56.497
3,1,4,0.842,33.3,4,2.0252,41.874,2580.5,28513,0.47491,0.15449,42.009
3,1,5,1.04,31.5,4,1.1213,24.822,1427.6,17134,0.35335,0.10748,32.934
3,1,6,1.19,26.1,4,0.8219,17.265,1038.3,12143,0.29703,0.091436,28.336
3,1,7,1.43,2.6,4,0.55454,11.599,698.38,8899.2,0.24544,0.084492,26.145
3,2,2,0.574,174,4,6.6971,132.96,8664.4,96752,1.105,0.34244,86.399
3,2,3,0.65,121,4,4.3566,81.551,5600.8,61796,0.79153,0.25608,64.575
3,2,4,0.848,59.5,4,2.2896,42.188,2919.5,31828,0.52968,0.17035,44.849
3,2,5,0.991,70.8,4,1.4142,27.351,1799.7,19862,0.42654,0.12983,37.258
3,2,6,1.17,42.5,4,0.90806,17.491,1150.7,12784,0.33768,0.099944,30.418
3,2,7,1.38,29.7,4,0.63537,13.232,810.84,10437,0.27197,0.087923,27.35
3,3,2,0.577,147,4,6.5331,80.863,8602.8,98731,1.1901,0.33156,81.126
3,3,3,0.69,67.6,4,4.2904,50.86,5595.8,62369,0.9399,0.26525,65.125
3,3,4,0.876,29.8,4,2.2495,28.697,2897.2,30930,0.61814,0.17589,45.742
3,3,5,1.07,38.6,4,1.222,16.257,1562,18035,0.43646,0.12015,33.958
3,3,6,1.25,5.01,4,0.83199,10.899,1053.8,12343,0.36168,0.098543,29.565
3,3,7,1.43,3.8,4,0.67176,9.2652,848.08,10020,0.32795,0.092914,28.328
3,4,2,0.629,28.4,4,5.2761,89.03,6799.3,72945,0.96737,0.30884,75.993
3,4,3,0.69,20.1,4,4.2417,72.482,5444.8,54719,0.83966,0.27406,68.318
3,4,4,0.864,4.21,4,2.0097,38.66,2562.7,27722,0.49719,0.16018,43.025
3,4,5,1.07,-1.15,4,1.1529,22.636,1458.7,16753,0.36637,0.11051,32.949
3,4,6,1.32,17.8,4,0.67109,13.267,851.07,10732,0.29332,0.09115,28.671
3,4,7,1.48,12.8,4,0.52919,10.555,668.97,7885,0.25253,0.080383,25.678
3,5,2,0.586,180,4,7.0427,100.14,9176.5,1.0902e+05,1.2405,0.34981,85.54
3,5,3,0.693,97.9,4,4.3468,61.68,5625.5,66075,0.89108,0.26596,65.474
3,5,4,0.895,72.5,4,1.9435,29.835,2484.7,26961,0.52558,0.1575,41.868
3,5,5,1.08,49,4,1.2996,19.724,1655.1,16954,0.44439,0.12478,36.164
3,5,6,1.25,57,4,0.77825,12.564,997.3,11608,0.33617,0.099843,29.929
3,5,7,1.46,54.1,4,0.57726,9.394,733.42,8459.4,0.28512,0.087572,27.09
3,6,2,0.635,54.1,4,5.6456,88.594,7297.9,80329,1.0522,0.32027,79.691
3,6,3,0.702,27.9,4,3.8562,65.027,4964.3,55229,0.7747,0.24002,60.905
3,6,4,0.829,31.5,4,2.3094,40.943,2951.3,32368,0.57131,0.17205,46.451
3,6,5,0.999,19.2,4,1.4222,25.65,1805.1,19394,0.45357,0.13472,39.175
3,6,6,1.16,2.46,4,0.98701,17.866,1263.2,13833,0.38335,0.10874,33.433
3,6,7,1.29,6.16,4,0.80143,14.59,1017.4,12365,0.34121,0.098404,30.89
3,7,2,0.541,122,4,8.1313,126.75,10571,1.1618e+05,1.3848,0.39501,98.659
3,7,3,0.667,54.4,4,4.5703,71.366,5887.7,61705,0.91848,0.27559,69.195
3,7,4,0.87,37,4,1.9674,32.695,2518.7,26563,0.50779,0.15502,41.919
3,7,5,1.05,7.63,4,1.1384,20.679,1446.3,16077,0.38559,0.11227,33.367
3,7,6,1.23,27.5,4,0.81458,14.334,1034.6,11729,0.3393,0.096507,29.848
3,7,7,1.41,4.67,4,0.59885,10.942,761.7,8353.2,0.29164,0.088653,27.898
3,8,2,0.584,123,4,5.7753,105.96,7483.3,74700,1.0114,0.30756,77.14
3,8,3,0.661,79.9,4,4.3055,76.25,5569.9,62552,0.84111,0.26345,65.74
3,8,4,0.831,35.1,4,2.2219,40.277,2846.9,30285,0.55768,0.17759,47.279
3,8,5,0.982,47.2,4,1.5345,27.01,1953.2,18699,0.45589,0.13843,38.973
3,8,6,1.15,12.8,4,1.1,19.866,1400,13834,0.4165,0.11924,35.931
3,8,7,1.27,38.6,4,0.81763,15.424,1037.1,11143,0.3469,0.10204,31.936
4,1,2,0.628,94.8,4,6.7966,138.2,8700.7,90623,0.97878,0.30464,75.445
4,1,3,0.73,53.9,4,4.8479,95.993,6183.4,65456,0.77374,0.24456,61.355
4,1,4,0.894,21,4,2.7694,59.211,3510.1,40733,0.55607,0.17037,45.692
4,1,5,1.03,28.5,4,1.8418,40.821,2335.2,26035,0.46467,0.13707,39.337
4,1,6,1.2,9.57,4,1.2497,27.923,1580.8,19235,0.38226,0.10779,32.596
4,1,7,1.38,6.3,4,0.97119,22.168,1233.9,15580,0.34934,0.096615,30.345
4,2,2,0.562,295,4,11.252,203.76,14505,1.7658e+05,1.5039,0.41311,104.99
4,2,3,0.637,146,4,7.2282,136.76,9311.1,1.1072e+05,1.0528,0.31086,77.202
4,2,4,0.831,91.4,4,3.6456,71.289,4645,46129,0.67864,0.20827,52.849
4,2,5,0.951,95.2,4,2.5127,48.015,3197,34546,0.53463,0.16524,43.471
4,2,6,1.23,24.4,4,1.1562,24.279,1464.9,18934,0.3627,0.10374,30.949
4,2,7,1.37,46.8,4,0.9394,20.497,1194.2,13787,0.32489,0.099071,29.583
4,3,2,0.612,119,4,9.2778,117.47,12187,1.3058e+05,1.3587,0.36769,88.295
4,3,3,0.679,70.4,4,6.6858,82.792,8728.3,91159,1.122,0.30057,71.977
4,3,4,0.871,64.6,4,3.4524,45.584,4483.3,47507,0.73247,0.20752,51.615
4,3,5,1.06,40.8,4,1.959,27.059,2525.2,29740,0.55936,0.14433,39.395
4,3,6,1.25,21.8,4,1.3242,19.361,1689.5,18857,0.46719,0.11885,33.934
4,3,7,1.38,18.5,4,1.0693,15.173,1356.6,16612,0.40681,0.109,32.037
4,4,2,0.604,130,4,9.9514,166.33,12839,1.3572e+05,1.3871,0.39403,98.073
4,4,3,0.724,26,4,5.3046,96.325,6771.9,75821,0.86318,0.26201,64.903
4,4,4,0.878,2.65,4,3.0078,60.265,3822,40458,0.6257,0.18924,49.767
4,4,5,1.09,2.4,4,1.6814,33.881,2129.6,24856,0.46531,0.13042,37.45
4,4,6,1.27,4.19,4,1.123,22.797,1419.8,17954,0.36916,0.10195,31.045
4,4,7,1.44,0.623,4,0.85432,17.506,1081.2,13219,0.32597,0.091181,28.66
4,5,2,0.676,146,4,7.9928,109.57,10372,1.1738e+05,1.298,0.3557,86.331
4,5,3,0.727,115,4,6.9161,95.742,8960.8,94577,1.1438,0.31682,76.301
4,5,4,0.908,43.8,4,3.0245,46.777,3885.1,40096,0.6443,0.18839,47.484
4,5,5,1.07,44.3,4,1.9151,30.525,2443.2,28393,0.5434,0.14507,40.094
4,5,6,1.24,38.9,4,1.2355,21.469,1569.6,18616,0.43214,0.11534,33.872
4,5,7,1.41,24.3,4,0.91326,17.116,1160.3,15037,0.36807,0.10676,31.174
4,6,2,0.603,122,4,7.8996,139.38,10234,1.1669e+05,1.1981,0.33222,82.743
4,6,3,0.692,71.7,4,6.2892,110.73,8123,87589,1.0195,0.29431,72.501
4,6,4,0.843,21.6,4,3.1979,58.554,4079.2,46508,0.66954,0.1957,50.988
4,6,5,1,22.1,4,2.1726,37.891,2749.2,30481,0.56712,0.16228,44.372
4,6,6,1.16,21.7,4,1.5382,28.712,1956.4,22267,0.46892,0.1317,38.109
4,6,7,1.36,11.4,4,1.0266,20.657,1306.2,15086,0.37507,0.10479,31.879
4,7,2,0.599,171,4,10.274,164.42,13285,1.4589e+05,1.4852,0.40145,99.622
4,7,3,0.67,92.7,4,6.2389,108.27,8050.6,80393,1.0081,0.28071,70.187
4,7,4,0.854,51.6,4,3.0813,54.543,3924.2,42025,0.65498,0.18306,48.255
4,7,5,1.04,32.4,4,1.8558,35.217,2366.8,27605,0.50053,0.14225,39.693
4,7,6,1.23,47.2,4,1.1921,22.398,1510.3,18073,0.39596,0.10805,32.032
4,7,7,1.39,29.4,4,0.89808,16.934,1143.9,13347,0.35899,0.1002,30.619
4,8,2,0.607,126,4,8.8683,157.12,11436,1.109e+05,1.3073,0.36956,91.052
4,8,3,0.686,91.1,4,6.0172,109.34,7754.3,78817,0.97273,0.28058,69.276
4,8,4,0.831,68.8,4,3.6549,64.96,4660.7,46343,0.69493,0.20855,52.892
4,8,5,0.999,42.8,4,2.0284,37.31,2577.5,28013,0.51483,0.14569,40.469
4,8,6,1.16,32.9,4,1.4513,28.18,1849.4,21124,0.44062,0.12413,35.766
4,8,7,1.31,31.1,4,1.1489,22.581,1457.4,17306,0.39984,0.10913,32.814
1,1,2,0.581,41,5,0.89717,11.916,1134.9,14930,0.38756,0.15822,43.718
1,1,3,0.645,14.9,5,0.70898,9.0719,888.77,10571,0.33022,0.13021,37.294
1,1,4,0.85,22.3,5,0.29995,4.052,370.08,4369.9,0.18433,0.064467,21.769
1,1,5,0.995,3.13,5,0.18143,2.6404,219.13,2653.3,0.14239,0.047134,17.238
1,1,6,1.23,30,5,0.11575,1.6525,138.76,1766.4,0.11103,0.037487,14.227
1,1,7,1.38,23,5,0.090352,1.1424,109.16,1421.8,0.094909,0.036906,13.319
1,2,2,0.544,154,5,1.2408,15.674,1583.9,18789,0.49054,0.19173,50.919
1,2,3,0.616,54,5,0.85995,10.878,1085.4,12932,0.37359,0.14633,41.136
1,2,4,0.821,31.5,5,0.39339,4.8755,491.45,6419.6,0.22247,0.081137,25.593
1,2,5,1.05,42.1,5,0.21082,2.8272,260.66,3130,0.14974,0.053054,18.012
1,2,6,1.17,55.5,5,0.13836,2.1605,169.51,2172.9,0.11931,0.042879,15.344
1,2,7,1.35,37.2,5,0.10955,1.6661,132.26,1673.6,0.10366,0.03869,13.949
1,3,2,0.558,65,5,1.5987,13.49,2023.8,24077,0.60435,0.21077,54.097
1,3,3,0.665,13.2,5,1.0207,7.7403,1266.5,14418,0.44888,0.15871,43.062
1,3,4,0.85,20.6,5,0.4542,3.7356,553.26,6352.6,0.257,0.087038,26.713
1,3,5,1.1,8.07,5,0.2216,1.992,263.58,3447,0.15923,0.053341,18.241
1,3,6,1.28,3.42,5,0.16879,1.4725,201.78,2791,0.14784,0.051898,17.714
1,4,2,0.624,58.3,5,0.8775,10.5,1109.2,11496,0.40495,0.16569,45.363
1,4,3,0.733,14.2,5,0.49156,5.8552,624.68,6975.2,0.26835,0.1036,31.145
1,4,4,0.851,13.4,5,0.30337,3.8807,374.24,4160.1,0.19728,0.067552,22.387
1,4,5,1.09,22.5,5,0.16041,2.1625,193.89,2282.5,0.13542,0.044767,16.646
1,4,6,1.29,3.84,5,0.10692,1.4633,128.69,1567.9,0.10565,0.037052,13.719
1,5,1,0.529,141,5,1.468,15.853,1887.8,25188,0.56006,0.21278,55.57
1,5,2,0.591,125,5,1.3174,13.14,1685.6,19974,0.54956,0.2068,54.206
1,5,3,0.669,56.5,5,0.8867,8.5464,1126.4,12760,0.38938,0.14975,40.788
1,5,4,0.862,56.1,5,0.37047,3.9551,456.23,5788.1,0.22594,0.074391,23.87
1,5,5,1.03,61.9,5,0.22915,2.6659,273.92,3161.7,0.17299,0.053745,18.728
1,5,6,1.25,41.7,5,0.16026,1.7944,190.25,2547.8,0.14471,0.046086,16.69
1,6,1,0.542,73.4,5,1.4476,16.168,1850.5,23101,0.58579,0.22447,58.397
1,6,2,0.597,69.4,5,1.1052,12.435,1398.2,18048,0.46287,0.18156,48.605
1,6,3,0.681,50.2,5,0.76621,8.2623,961.29,11195,0.36426,0.13595,38.559
1,6,4,0.826,19,5,0.38357,4.5439,474.66,5747.5,0.22939,0.078073,25.33
1,6,5,1.01,11.5,5,0.23665,2.927,284.49,3212,0.17734,0.055649,19.672
1,6,6,1.16,13.3,5,0.16418,2.1333,200.71,2521.5,0.13902,0.04802,17.397
1,7,1,0.511,88.9,5,1.4156,16.664,1806.5,21421,0.57604,0.21699,57.492
1,7,2,0.568,67.6,5,1.1016,12.14,1393.6,15002,0.48167,0.18434,49.649
1,7,3,0.68,55.1,5,0.66801,6.8151,839.98,9034.7,0.34417,0.1311,37.82
1,7,4,0.87,20,5,0.29463,3.3036,363.61,4109.4,0.18739,0.068255,21.747
1,7,5,1.04,39.2,5,0.17028,2.0843,204.95,2676.1,0.13718,0.04584,16.311
1,7,6,1.23,11.4,5,0.11935,1.4998,142.85,1814,0.1171,0.041241,14.348
1,8,1,0.5,171,5,1.1702,14.642,1489.4,18129,0.51249,0.19779,53.241
1,8,2,0.547,104,5,1.0206,12.412,1305.3,15477,0.46063,0.17836,47.926
1,8,3,0.659,40.9,5,0.64742,7.3314,811.24,8811.8,0.32286,0.12655,36.415
1,8,4,0.822,29,5,0.33055,4.0434,409.77,4328.9,0.20394,0.074524,23.783
1,8,5,0.938,46.9,5,0.24622,3.0638,297.22,2967.8,0.17727,0.058046,20.186
1,8,6,1.14,41,5,0.15032,1.9853,183.25,1892.6,0.13777,0.048336,17.26
2,1,2,0.6,69.5,5,2.8301,47.365,3610.2,41995,0.6917,0.24382,61.582
2,1,3,0.658,42.1,5,2.3055,38.723,2926.3,31498,0.59539,0.20701,53.948
2,1,4,0.85,23,5,1.0761,20.73,1357,14304,0.35473,0.11873,33.736
2,1,5,1.01,11.5,5,0.60662,11.69,761.46,8724.7,0.27207,0.084235,27.474
2,1,6,1.23,14.1,5,0.38061,7.45,476.22,5518.3,0.21286,0.065728,22.547
2,2,2,0.565,135,5,3.5199,60.805,4525.8,47359,0.82758,0.28244,71.129
2,2,3,0.642,84.7,5,2.3198,38.93,2960.9,32344,0.59697,0.20476,52.661
2,2,4,0.836,45.1,5,1.0781,18.546,1362.5,14813,0.36735,0.11965,34.535
2,2,5,1.02,45.5,5,0.66623,11.285,839.64,9594.2,0.29086,0.093301,28.476
2,2,6,1.21,44.8,5,0.42571,7.6915,531.62,6808.5,0.22765,0.068801,22.984
2,2,7,1.4,29.7,5,0.33265,5.8045,413.43,5042.5,0.21013,0.073359,23.715
2,3,2,0.583,76.2,5,3.6034,39.022,4620.8,50851,0.93462,0.27722,68.041
2,3,3,0.695,40.3,5,2.4625,25.562,3126.9,33587,0.70066,0.21736,54.36
2,3,4,0.872,78.7,5,1.2838,14.197,1623.2,15919,0.46921,0.14107,38.454
2,3,5,1.03,15.6,5,0.69551,8.4648,875.5,10062,0.32315,0.090648,27.288
2,3,6,1.22,0.115,5,0.44421,5.2608,553.05,7255.4,0.252,0.070948,22.346
2,3,7,1.39,25,5,0.37577,4.6567,470.47,5486.9,0.24829,0.073737,23.044
2,4,2,0.632,44.7,5,2.5031,39.257,3190.6,34427,0.65559,0.2349,59.4
2,4,3,0.711,35.2,5,2.0183,31.718,2561.6,26427,0.58278,0.19972,52.2
2,4,4,0.879,17.2,5,0.9064,16.047,1140.5,13363,0.33022,0.10804,31.592
2,4,5,1.08,8.87,5,0.55292,10.261,696.55,8237.4,0.24979,0.079985,25.355
2,4,6,1.29,0.553,5,0.3568,6.5961,447.65,5383.7,0.20763,0.067105,22.384
2,5,1,0.542,168,5,4.2486,57.628,5495.9,68912,1.0447,0.32149,79.023
2,5,2,0.616,104,5,3.7172,46.69,4782.1,49313,0.96151,0.30523,75.111
2,5,3,0.689,83.1,5,2.6852,31.785,3430.9,35114,0.75346,0.24039,60.248
2,5,4,0.884,51.6,5,1.1123,15.239,1415.1,15569,0.40221,0.12778,35.198
2,5,5,1.07,28.3,5,0.64805,9.2187,816.76,8725.1,0.30198,0.090616,27.587
2,5,6,1.27,28.9,5,0.43092,6.5552,538.09,6222.7,0.23901,0.071761,23.578
2,6,1,0.558,79.5,5,3.7586,58.951,4856.6,62489,0.92647,0.30608,76.222
2,6,2,0.621,73.6,5,2.8515,45.446,3671.6,42033,0.77076,0.25182,64.333
2,6,3,0.706,36.9,5,1.9695,29.814,2514.6,29133,0.56306,0.18918,48.935
2,6,4,0.809,38.2,5,1.2633,19.637,1594.2,17982,0.4201,0.13497,37.835
2,6,5,0.996,11.8,5,0.69805,11.313,875.32,10503,0.31569,0.093649,29.052
2,6,6,1.16,5.6,5,0.43169,7.2828,533.78,6730.1,0.24065,0.07179,23.633
2,7,1,0.499,164,5,3.7736,63.518,4896.8,57465,0.90995,0.28806,73.013
2,7,2,0.525,133,5,3.9472,65.1,5108.9,55612,0.93063,0.29015,72.789
2,7,3,0.639,71.1,5,2.2644,34.635,2879.4,32702,0.60474,0.19654,51.629
2,7,4,0.84,35.1,5,1.0716,16.674,1350.7,14339,0.39439,0.1245,35.029
2,7,5,1.03,36.7,5,0.60314,9.8022,752.82,8858.6,0.28422,0.086915,26.744
2,7,6,1.2,33.5,5,0.42254,6.6177,525.16,6676.3,0.24726,0.073493,23.994
2,8,1,0.536,173,5,3.917,63.017,5051.3,52828,0.94307,0.30342,75.331
2,8,2,0.568,127,5,3.2951,52.752,4241.6,45068,0.82059,0.272,67.999
2,8,3,0.671,64,5,2.1702,33.668,2761.9,31107,0.60312,0.20352,52.714
2,8,4,0.833,40.2,5,1.151,18.386,1453.5,14769,0.40878,0.13369,37.06
2,8,5,0.999,55,5,0.69308,11.543,875.05,9438.6,0.29193,0.093164,28.051
2,8,6,1.14,24.1,5,0.48171,7.8838,601.72,6429.2,0.2603,0.076331,24.757
3,1,2,0.611,65.8,5,5.5391,104.1,7026.9,83761,0.96909,0.30626,75.722
3,1,3,0.702,54.4,5,3.3779,67.209,4270.5,50374,0.66387,0.21058,53.983
3,1,4,0.842,33.3,5,2.0252,41.874,2552.8,28609,0.47282,0.15081,40.449
3,1,5,1.04,31.5,5,1.1213,24.822,1412.1,17147,0.34977,0.10363,31.463
3,1,6,1.19,26.1,5,0.8219,17.265,1029.5,12207,0.29696,0.088257,27.072
3,1,7,1.43,2.6,5,0.55454,11.599,690.29,8906.5,0.24329,0.081626,24.854
3,2,2,0.574,174,5,6.6971,132.96,8585.6,96915,1.1102,0.33742,83.93
3,2,3,0.65,121,5,4.3566,81.551,5544.4,61905,0.79187,0.25308,62.73
3,2,4,0.848,59.5,5,2.2896,42.188,2894.7,31883,0.5367,0.16735,43.36
3,2,5,0.991,70.8,5,1.4142,27.351,1776.3,19918,0.42238,0.12596,35.788
3,2,6,1.17,42.5,5,0.90806,17.491,1132.7,12796,0.33118,0.096544,29.1
3,2,7,1.38,29.7,5,0.63537,13.232,815.79,10683,0.28183,0.087513,26.67
3,3,2,0.577,147,5,6.5331,80.863,8471,99427,1.2515,0.32753,79.657
3,3,3,0.69,67.6,5,4.2904,50.86,5550.2,63045,0.95688,0.25772,62.472
3,3,4,0.876,29.8,5,2.2495,28.697,2861.2,30865,0.61806,0.16978,43.862
3,3,5,1.07,38.6,5,1.222,16.257,1530.7,18129,0.4445,0.11426,32.001
3,3,6,1.25,5.01,5,0.83199,10.899,1049.7,12326,0.36474,0.094994,28.172
3,3,7,1.43,3.8,5,0.67176,9.2652,846.21,10042,0.33693,0.09161,27.73
3,4,2,0.629,28.4,5,5.2761,89.03,6737.8,73134,0.96772,0.30245,73.626
3,4,3,0.69,20.1,5,4.2417,72.482,5383.2,54837,0.84189,0.27096,66.644
3,4,4,0.864,4.21,5,2.0097,38.66,2532.9,27814,0.49885,0.15653,41.139
3,4,5,1.07,-1.15,5,1.1529,22.636,1442.7,16797,0.36806,0.10871,31.957
3,4,6,1.32,17.8,5,0.67109,13.267,841.64,10730,0.2932,0.089982,27.959
3,4,7,1.48,12.8,5,0.52919,10.555,656.27,7903.6,0.25193,0.077869,24.643
3,5,2,0.586,180,5,7.0427,100.14,9084.3,1.0899e+05,1.2416,0.34309,83.27
3,5,3,0.693,97.9,5,4.3468,61.68,5578.3,66120,0.9054,0.26224,64.211
3,5,4,0.895,72.5,5,1.9435,29.835,2458,27025,0.51836,0.15398,40.306
3,5,5,1.08,49,5,1.2996,19.724,1633.8,17022,0.45071,0.12059,34.4
3,5,6,1.25,57,5,0.77825,12.564,975.7,11619,0.32936,0.09466,28.063
3,5,7,1.46,54.1,5,0.57726,9.394,717.21,8500.1,0.28763,0.083014,25.31
3,6,2,0.635,54.1,5,5.6456,88.594,7219.4,80213,1.0328,0.3111,76.802
3,6,3,0.702,27.9,5,3.8562,65.027,4913,55363,0.78083,0.23547,58.783
3,6,4,0.829,31.5,5,2.3094,40.943,2919.7,32410,0.56902,0.1674,44.456
3,6,5,0.999,19.2,5,1.4222,25.65,1781.5,19434,0.44983,0.13223,37.928
3,6,6,1.16,2.46,5,0.98701,17.866,1247,13864,0.37932,0.10593,32.082
3,6,7,1.29,6.16,5,0.80143,14.59,1000.5,12439,0.34128,0.095484,29.594
3,7,2,0.541,122,5,8.1313,126.75,10480,1.164e+05,1.3798,0.387,95.714
3,7,3,0.667,54.4,5,4.5703,71.366,5820.8,61799,0.92724,0.27443,67.95
3,7,4,0.87,37,5,1.9674,32.695,2489.7,26603,0.50927,0.15259,40.433
3,7,5,1.05,7.63,5,1.1384,20.679,1430.6,16097,0.38871,0.11032,32.143
3,7,6,1.23,27.5,5,0.81458,14.334,1016.9,11737,0.32864,0.092089,28.107
3,7,7,1.41,4.67,5,0.59885,10.942,747.03,8353.2,0.29287,0.085458,26.465
3,8,2,0.584,123,5,5.7753,105.96,7409.2,74851,1.0156,0.30381,75.408
3,8,3,0.661,79.9,5,4.3055,76.25,5505.5,62695,0.83975,0.25826,63.577
3,8,4,0.831,35.1,5,2.2219,40.277,2816.2,30336,0.55416,0.17346,45.488
3,8,5,0.982,47.2,5,1.5345,27.01,1929.7,18762,0.46002,0.13423,37.283
