c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumtorquerate,sumwork,sumworkrate,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumtorque2,sumtorquerate2,sumwork2,sumworkrate2,sumforceout2,sumforcemus2,sumstress2,sumactstate2,sumdrive2,sumumber,sumbhar,sumuch,sumlich,summarg,summine,sumhoud
2,7,6,1.2,33.5,2,0.34909,3.8212,0.09525,0.57494,9.2326,408.76,6774.5,0.10891,0.048174,0.13846,8.6918,0.0064982,0.25031,1.8645,2935.8,1.3687e+10,0.0094059,0.022855,20.677,9.6856,5.5372,42.166,1.0307,1.5786e-05,4827
2,8,1,0.536,173,2,2.9825,40.028,2.9579,27.281,80.601,3433.3,54422,0.29292,0.12543,7.2484,626.43,6.1811,507.77,55.827,1.5433e+05,4.0808e+11,0.058734,0.10347,36.727,27.715,27.062,107.83,29.349,4.0736e-05,95050
2,8,2,0.568,127,2,2.6109,34.071,2.3854,20.831,65.988,2996,45997,0.27982,0.11901,5.6329,454.42,3.9965,295.51,39.503,1.1799e+05,3.2977e+11,0.054436,0.09378,34.786,25.11,23.622,103.74,22.831,3.6949e-05,79618
2,8,3,0.671,64,2,1.8474,21.595,1.3855,10.543,43.534,2106.4,34637,0.23948,0.10235,2.886,187.13,1.3498,75.995,20.153,58626,2.0212e+11,0.040576,0.072023,31.176,20.265,17.551,85.84,13.508,3.4446e-05,46182
2,8,4,0.833,40.2,2,0.96925,9.3922,0.50757,2.8628,24.344,1088,17713,0.1719,0.071353,0.83614,39.889,0.16991,5.619,8.3076,16719,6.9485e+10,0.022124,0.040579,25.582,13.831,9.9942,65.746,4.9602,2.484e-05,18003
2,8,5,0.999,55,2,0.59318,6.0491,0.24498,1.4179,16.183,672.19,11017,0.13144,0.055668,0.37077,19.244,0.048537,1.6272,4.6581,7543.4,3.4405e+10,0.014691,0.029026,21.825,11.089,7.0899,51.178,2.4938,1.8778e-05,9507.9
2,8,6,1.14,24.1,2,0.41136,4.2406,0.12947,0.73646,11.126,471.88,7004.6,0.11806,0.046923,0.18363,10.946,0.012666,0.4813,2.5832,3797.4,1.5559e+10,0.012032,0.02249,21.02,9.769,5.5552,46.519,1.4008,1.71e-05,5913.8
3,1,2,0.611,65.8,2,4.3328,53.245,3.9071,31.515,127.95,4706.4,81221,0.35626,0.13351,16.201,1168,10.637,685.94,161.79,3.1277e+05,1.1587e+12,0.094184,0.10983,39.405,29.241,29.066,134.83,33.482,4.7632e-05,1.691e+05
3,1,3,0.702,54.4,2,2.8563,31.15,2.1154,14.589,84.748,3039.7,55975,0.2808,0.10873,7.2994,412.83,3.1381,145.29,84.123,1.3933e+05,6.2058e+11,0.064577,0.080473,32.402,21.776,19.534,107.29,17.294,3.7701e-05,91287
3,1,4,0.842,33.3,2,1.7337,16.759,0.96721,5.3013,52.634,1854.1,32472,0.21839,0.083042,2.6745,119.7,0.57605,16.124,40.308,51898,2.4982e+11,0.041819,0.056386,27.108,15.93,12.492,83.689,7.5062,3.0725e-05,45680
3,1,5,1.04,31.5,2,1.0062,10.027,0.4081,2.1397,31.236,1082.3,18294,0.17219,0.066023,1.0099,50.668,0.10766,3.0682,17.82,19461,9.5779e+10,0.027289,0.03783,24.225,12.534,8.3277,68.023,3.3313,2.4438e-05,21436
3,1,6,1.19,26.1,2,0.75779,7.9005,0.25872,1.4134,22.698,809.53,13471,0.14359,0.057029,0.63756,38.081,0.043885,1.6216,10.671,12489,5.9031e+10,0.021207,0.032674,22.211,11.026,6.9081,55.548,2.1435,2.0787e-05,15860
3,1,7,1.43,2.6,2,0.50217,5.9513,0.13554,0.85359,15.961,541.49,9455.3,0.12336,0.053626,0.32164,23.94,0.014116,0.67093,6.574,6202.4,3.3635e+10,0.015233,0.028879,21.976,10.485,5.8701,46.235,1.2441,1.8857e-05,8450.2
3,2,2,0.574,174,2,5.4793,70.459,4.9702,43.69,157,6223.9,1.029e+05,0.42254,0.15226,23.329,1839.6,16.612,1261.2,213.12,4.7968e+05,1.468e+12,0.11238,0.13195,44.831,34.825,36.914,149.18,46.465,5.7791e-05,2.352e+05
3,2,3,0.65,121,2,3.7407,43.788,2.9456,22.367,99.166,4217.5,70347,0.32705,0.12217,12.377,799.08,6.3765,358.61,110.32,2.5043e+05,8.6047e+11,0.078386,0.098953,34.839,25.039,24.829,113.17,24.958,4.7351e-05,1.4266e+05
3,2,4,0.848,59.5,2,1.9896,18.835,1.091,6.1286,55.12,2206.3,37661,0.23976,0.086128,3.5268,169.57,0.78838,26.256,43.296,69513,3.2231e+11,0.044185,0.057977,27.778,16.597,13.722,88.268,9.7828,3.523e-05,54619
3,2,5,0.991,70.8,2,1.2259,12.043,0.48216,2.7371,35.436,1323.3,22500,0.1905,0.069815,1.5116,80.255,0.16162,6.0542,21.862,29309,1.4398e+11,0.030364,0.040879,25.092,13.372,9.3623,73.562,4.3526,2.6756e-05,27740
3,2,6,1.17,42.5,2,0.77481,8.0117,0.23859,1.3477,23.015,845.45,13624,0.14649,0.056771,0.67784,40.628,0.041174,1.5916,12.305,13757,6.1686e+10,0.019632,0.031117,22.638,11.083,6.8734,54.17,2.2787,2.2594e-05,15178
3,2,7,1.38,29.7,2,0.57128,6.5943,0.14164,0.896,17.1,621.31,10963,0.13122,0.055937,0.39694,27.722,0.014488,0.65609,7.2417,7828.3,4.379e+10,0.015842,0.030904,22.426,10.899,6.2815,48.206,1.3834,2.1335e-05,9892.2
3,3,2,0.577,147,2,5.3899,70.924,4.1067,36.39,101.35,7094.1,1.0305e+05,0.46588,0.14466,24.124,1986,11.251,862.55,98.426,6.7582e+05,1.4207e+12,0.13547,0.13147,42.24,35.366,37.125,159.12,49.181,6.3225e-05,3.0593e+05
3,3,3,0.69,67.6,2,3.6918,41.54,2.3128,17.102,70.736,4893.8,68182,0.3958,0.13328,11.142,677.01,3.5164,188.32,56.639,3.2568e+05,7.5161e+11,0.10001,0.10946,36.572,27.93,26.218,135.86,26.224,5.0245e-05,1.7339e+05
3,3,4,0.876,29.8,2,2.0428,19.975,0.87346,4.9237,42.191,2714.9,36476,0.30459,0.099867,3.38,170.2,0.45077,15.436,25.082,98335,2.6539e+11,0.059362,0.069061,29.901,19.024,15.404,109.11,10.183,3.9236e-05,71043
3,3,5,1.07,38.6,2,1.1203,11.251,0.33963,1.8805,23.728,1487.5,20203,0.22251,0.074454,1.245,67.67,0.076498,2.7269,10.736,35302,9.8462e+10,0.035234,0.045004,24.648,13.799,9.7145,77.936,4.148,2.9667e-05,31366
3,3,6,1.25,5.01,2,0.75558,7.8986,0.17834,1.0089,16.138,1007.3,13228,0.18782,0.065537,0.60951,37.145,0.021037,0.78269,5.8179,17807,4.8366e+10,0.025705,0.038528,23.232,12.286,7.8693,67.42,2.258,2.5206e-05,18502
3,3,7,1.43,3.8,2,0.59254,6.9197,0.11522,0.74288,13.502,788.6,10195,0.1735,0.065642,0.39281,29.663,0.0087343,0.42583,4.5952,11159,3.236e+10,0.021919,0.037777,23.5,12.147,7.3207,61.057,1.4485,2.3801e-05,13198
3,4,2,0.629,28.4,2,4.0363,49.818,3.4554,27.737,114.93,4561.2,74761,0.33806,0.12794,14.997,1082.2,9.0102,565.02,146.1,3.0449e+05,9.2353e+11,0.084014,0.10625,36.834,27.48,27.761,125.92,31.682,4.7911e-05,1.6626e+05
3,4,3,0.69,20.1,2,3.3785,37.724,2.5025,17.999,92.68,3789,58260,0.31622,0.12183,9.6774,578.4,4.2853,215.75,96.539,1.9429e+05,6.2893e+11,0.070804,0.093888,35.234,24.527,23.375,116.52,22.732,4.3028e-05,1.2298e+05
3,4,4,0.864,4.21,2,1.7538,17.136,0.84344,4.6315,51.055,1897.2,30846,0.22446,0.085694,2.7077,131.51,0.44126,13.851,38.527,53804,2.3756e+11,0.038707,0.056437,27.976,16.088,12.436,84.931,7.0449,3.269e-05,47306
3,4,5,1.07,-1.15,2,1.0322,10.324,0.3649,1.9974,31.554,1117.5,17986,0.17324,0.066611,1.0513,55.376,0.085829,2.8518,17.641,20610,9.5683e+10,0.024338,0.038489,24.626,12.607,8.483,67.486,3.1929,2.5686e-05,22611
3,4,6,1.32,17.8,2,0.57823,6.513,0.14964,0.93395,17.612,628.93,10445,0.13302,0.057792,0.39629,27.378,0.016696,0.75854,7.5257,7845.1,3.9239e+10,0.015969,0.031657,22.999,11.178,6.5071,51.441,1.4908,2.0092e-05,9813
3,4,7,1.48,12.8,2,0.47756,5.6786,0.11036,0.73867,14.3,523.95,7733.3,0.12458,0.053673,0.29214,23.097,0.0093718,0.53047,5.4607,5659.9,2.5315e+10,0.014228,0.028714,22.067,10.489,5.8453,48.737,1.0819,1.8569e-05,7873.4
3,5,2,0.586,180,2,5.5709,72.614,4.912,43.017,137.21,6727.2,1.0971e+05,0.41954,0.13579,27.521,2174.2,18.11,1330.4,187.73,6.0372e+05,1.5546e+12,0.1114,0.12165,40.456,33.173,36.326,140.73,48.418,6.0822e-05,2.7675e+05
3,5,3,0.693,97.9,2,3.7589,43.09,2.592,19.16,86.164,4400.2,73818,0.34016,0.12518,12.27,744.11,4.7354,244.44,85.938,2.664e+05,9.0525e+11,0.076451,0.10331,34.723,25.828,24.492,110.23,23.988,5.1438e-05,1.5167e+05
3,5,4,0.895,72.5,2,1.7179,17.061,0.72695,4.0219,40.147,2045.9,31180,0.23208,0.083581,2.7507,134.98,0.34339,10.865,25.206,63513,2.2751e+11,0.039353,0.05727,26.386,15.815,12.409,79.051,7.3189,3.5342e-05,48321
3,5,5,1.08,49,2,1.1552,11.599,0.37872,2.1393,26.929,1388.7,19314,0.20048,0.072131,1.3076,72.226,0.092545,3.3782,13.537,29958,1.0829e+11,0.029035,0.045625,24.696,13.724,9.5002,72.968,4.0076,2.9509e-05,27788
3,5,6,1.25,57,2,0.68016,7.4789,0.16984,1.0452,17.545,840.8,11978,0.15289,0.062009,0.55061,35.587,0.020525,0.85614,6.7544,14484,4.7569e+10,0.018681,0.035019,22.682,11.754,7.3551,55.928,2.0178,2.3104e-05,13826
3,5,7,1.46,54.1,2,0.52147,6.3637,0.10708,0.73162,13.47,645.81,8932.9,0.13818,0.059244,0.34195,26.516,0.0084596,0.44577,4.7876,8898.7,3.05e+10,0.015436,0.033606,22.151,11.239,6.5874,44.903,1.2519,2.2096e-05,10033
3,6,2,0.635,54.1,2,4.5561,54.608,3.9251,31.158,125.36,5241,86199,0.36911,0.13708,17.429,1179.7,10.672,656.75,160.49,3.6582e+05,1.1891e+12,0.090609,0.1143,39.541,30.141,30.941,133.83,36.219,5.1119e-05,1.9021e+05
3,6,3,0.702,27.9,2,3.3462,36.994,2.3307,16.478,83.781,3830,63299,0.318,0.12164,9.4724,543.28,3.6063,169.9,80.433,1.9551e+05,6.8357e+11,0.068655,0.0944,34.542,24.29,22.842,111.89,21.008,4.6208e-05,1.2127e+05
3,6,4,0.829,31.5,2,1.9742,19.165,1.0085,5.6612,51.802,2273.2,36371,0.24885,0.094084,3.2751,142.44,0.61421,17.43,38.731,67715,2.6517e+11,0.042822,0.061932,29.21,17.622,14.451,88.282,9.3646,3.7065e-05,53849
3,6,5,0.999,19.2,2,1.2424,12.543,0.44143,2.4365,35.348,1406.7,20394,0.19958,0.078273,1.4045,70.696,0.12063,3.4537,19.921,27943,1.0937e+11,0.02768,0.045302,27.286,14.456,10.078,72.365,4.2,3.142e-05,28231
3,6,6,1.16,2.46,2,0.88248,8.7742,0.26734,1.4762,25.315,1017.9,14747,0.17348,0.065805,0.77524,42.581,0.04637,1.5573,11.692,15823,6.3614e+10,0.022458,0.036169,24.668,12.421,8.1217,61.668,2.7546,2.6594e-05,18512
3,6,7,1.29,6.16,2,0.68871,7.08,0.18543,1.0127,19.505,797.01,12670,0.15574,0.061876,0.48099,27.69,0.022398,0.70993,7.7388,10152,4.7496e+10,0.018196,0.03411,23.811,11.859,7.2598,54.982,1.8847,2.4414e-05,12694
3,7,2,0.541,122,2,6.4351,84.348,6.6399,59.267,192.01,7455.1,1.2033e+05,0.44155,0.15039,33.755,2744.3,29.732,2286.8,323.18,7.2709e+05,2.0472e+12,0.12437,0.1357,45.305,38.198,42.403,161.58,58.125,6.5117e-05,3.2757e+05
3,7,3,0.667,54.4,2,3.7831,43.204,2.7977,20.636,96.11,4344.2,68290,0.34015,0.13055,12.018,728.9,5.1761,267.08,97.809,2.5152e+05,8.0318e+11,0.07528,0.10539,36.537,26.904,25.664,123.66,25.111,4.7022e-05,1.497e+05
3,7,4,0.87,37,2,1.6399,16.03,0.76183,4.2328,45.029,1887.9,30501,0.21961,0.082901,2.5465,116.75,0.3805,11.523,31.3,52807,2.1676e+11,0.034699,0.053805,26.41,15.654,12.224,82.105,7.1672,3.0581e-05,45771
3,7,5,1.05,7.63,2,0.96901,10.202,0.31224,1.8591,28.182,1126.4,16828,0.17585,0.069749,0.99657,53.784,0.066433,2.4145,14.041,20592,7.7119e+10,0.023028,0.038249,24.939,12.989,8.6005,65.631,3.223,2.6484e-05,21781
3,7,6,1.23,27.5,2,0.69349,7.6374,0.17953,1.0832,20.713,799.37,11867,0.14744,0.061228,0.55271,35.464,0.023087,0.92032,9.2446,11494,4.4498e+10,0.01685,0.034513,23.132,11.645,7.1005,54.271,1.8324,2.3186e-05,13899
3,7,7,1.41,4.67,2,0.53503,6.3275,0.11804,0.77728,14.926,627.99,8807.7,0.14099,0.059675,0.33352,24.242,0.0091535,0.49306,5.5576,6951,2.8133e+10,0.01543,0.032543,23.249,11.423,6.6044,49.185,1.2465,2.2323e-05,9461.1
3,8,2,0.584,123,2,4.8082,60.203,4.0249,33.441,129.49,5466.7,82974,0.38546,0.14282,18.424,1385.5,10.678,714.48,151.51,3.7857e+05,1.0528e+12,0.09506,0.1198,40.986,31.205,32.058,138.3,36.947,5.269e-05,2.0092e+05
3,8,3,0.661,79.9,2,3.6643,42.794,2.778,20.854,95.605,4187.4,70050,0.33319,0.12935,11.481,741.7,5.2851,290.36,99.183,2.3329e+05,7.8668e+11,0.074882,0.10371,36.258,26.122,25.393,113.9,24.796,5.0715e-05,1.3733e+05
3,8,4,0.831,35.1,2,1.9446,18.651,0.98062,5.5226,51.382,2191.2,36135,0.24525,0.091312,3.3212,156.2,0.61097,19.424,36.58,65346,2.7221e+11,0.042669,0.060247,28.983,17.283,13.951,82.313,9.1047,3.8559e-05,52405
3,8,5,0.982,47.2,2,1.2918,12.187,0.52168,2.7205,36.422,1454.6,21945,0.1979,0.074284,1.6102,74.865,0.17701,5.1173,21.721,31910,1.2767e+11,0.029612,0.045718,25.754,14.026,10.094,74.059,4.8176,3.0891e-05,30579
3,8,6,1.15,12.8,2,0.88791,8.9415,0.26674,1.4911,24.887,994.37,13935,0.16635,0.064868,0.80376,43.946,0.048114,1.6246,11.699,15955,5.9812e+10,0.020746,0.036841,24.724,12.449,8.0032,63.253,2.6428,2.6295e-05,18026
3,8,7,1.27,38.6,2,0.66883,7.1023,0.17441,1.0166,20.366,751.39,10855,0.1478,0.062092,0.49622,30.414,0.022964,0.843,8.238,9891.3,4.1139e+10,0.017317,0.034684,24.074,12.014,7.2225,54.632,1.8077,2.3689e-05,12363
4,1,2,0.628,94.8,2,5.5028,66.904,4.4408,34.67,168.3,6047.3,98862,0.39983,0.13718,27.995,1989.3,14.539,889.82,308.54,5.3153e+05,1.7121e+12,0.11806,0.1142,40.69,30.711,32.431,154.87,40.739,5.0291e-05,2.5154e+05
4,1,3,0.73,53.9,2,4.0957,43.102,2.9318,19.703,124.03,4432.5,77892,0.34189,0.12005,15.45,845.73,6.2255,277.91,197.5,2.9449e+05,1.2966e+12,0.091648,0.090287,35.633,24.903,23.506,132.9,25.162,4.3504e-05,1.616e+05
4,1,4,0.894,21,2,2.4296,23.239,1.2325,6.6659,75.885,2630.5,45752,0.27173,0.093101,5.4556,252.23,1.0075,30.59,89.193,1.0331e+05,5.3788e+11,0.059794,0.063954,29.588,17.916,14.38,108.5,10.489,3.6476e-05,74554
4,1,5,1.03,28.5,2,1.5896,15.821,0.61875,3.3027,56.461,1690.2,27538,0.21859,0.078276,2.5087,130.37,0.2473,7.3227,56.351,46913,2.2673e+11,0.039513,0.046975,27.094,14.536,10.249,88.954,4.9744,3.1874e-05,40835
4,1,6,1.2,9.57,2,1.0902,10.619,0.34484,1.7891,34.832,1154,19497,0.18067,0.061304,1.2941,73.741,0.081523,2.8146,26.369,24349,1.285e+11,0.029639,0.035407,23.646,11.771,7.5668,73.444,2.8123,2.582e-05,25563
4,1,7,1.38,6.3,2,0.86956,8.8183,0.24356,1.2583,29.014,928.83,15568,0.16259,0.058953,0.84025,53.218,0.039163,1.3959,19.396,16111,8.843e+10,0.025069,0.033088,23.554,11.431,6.8348,60.884,2.0386,2.3982e-05,17948
4,2,2,0.562,295,2,9.5097,120.7,9.9768,86.471,316.27,10759,1.9106e+05,0.55539,0.16646,75.452,5908.2,68.801,5229.3,903.79,1.5215e+06,5.1191e+12,0.1957,0.15133,52.426,44.054,53.277,202.01,79.776,7.7031e-05,5.6232e+05
4,2,3,0.637,146,2,6.1055,73.543,4.9803,39.412,171.68,6866.2,1.182e+05,0.42301,0.1432,33.282,2294.3,18.447,1146.7,313.64,6.6786e+05,2.2801e+12,0.12525,0.12279,41.333,31.869,34.728,151.73,43.741,5.7417e-05,3.012e+05
4,2,4,0.831,91.4,2,3.1844,30.417,1.7367,9.7474,93.896,3544.3,53860,0.31095,0.10525,8.6625,434.71,1.8527,64.411,118.11,1.6908e+05,6.9002e+11,0.067826,0.074036,32.183,20.381,18.058,115.71,15.39,4.5189e-05,1.0859e+05
4,2,5,0.951,95.2,2,2.2361,21.959,0.97417,5.3865,62.627,2450.6,41452,0.24618,0.084968,5.0148,271.53,0.6369,23.44,62.695,97228,4.6032e+11,0.047095,0.056601,27.515,16.006,12.804,95.436,8.7252,3.6727e-05,71006
4,2,6,1.23,24.4,2,1.0451,10.961,0.30386,1.7444,32.516,1151.7,19808,0.16823,0.065076,1.295,78.95,0.067074,2.6764,22.819,25203,1.3001e+11,0.025223,0.038207,23.666,12.166,7.9278,58.463,2.9792,2.7741e-05,24337
4,2,7,1.37,46.8,2,0.8582,9.6212,0.21151,1.265,27.109,925.18,14622,0.15788,0.061704,0.91483,62.663,0.031976,1.399,17.327,17755,8.4159e+10,0.022236,0.03614,23.641,11.767,7.1105,58.381,1.9055,2.575e-05,18337
4,3,2,0.612,119,2,7.8043,100.3,5.503,47.4,150.32,9986.7,1.4482e+05,0.56689,0.16011,49.211,3834,19.538,1407.1,221.48,1.2321e+06,2.5645e+12,0.18054,0.14745,47.901,40.283,44.577,195.59,64.112,6.9999e-05,5.1423e+05
4,3,3,0.679,70.4,2,5.6901,65.717,3.5705,27.116,106.95,7454.7,98729,0.48052,0.14564,27.485,1772.2,8.4745,478.1,130.73,7.5554e+05,1.6115e+12,0.14469,0.13014,39.851,32.504,33.296,164.34,39.387,6.0098e-05,3.4189e+05
4,3,4,0.871,64.6,2,3.1233,30.347,1.3625,7.8667,61.187,4133.9,55085,0.36436,0.11343,8.3077,441.72,1.1329,43.835,53.072,2.4152e+05,6.1062e+11,0.087276,0.082048,32.312,21.972,19.178,131.05,16.11,4.5386e-05,1.3973e+05
4,3,5,1.06,40.8,2,1.7678,17.883,0.55329,3.1385,38.848,2354,34071,0.27459,0.08881,3.0861,174.93,0.20687,7.8897,26.462,89532,2.6979e+11,0.051919,0.058381,27.206,16.425,12.348,103.31,6.9275,3.5322e-05,64085
4,3,6,1.25,21.8,2,1.1921,12.392,0.28866,1.6521,27.543,1592.6,20104,0.23083,0.076752,1.5287,95,0.05796,2.3254,15.765,44454,1.1443e+11,0.037471,0.047155,25.366,14.091,9.523,87.079,3.6642,2.9608e-05,37457
4,3,7,1.38,18.5,2,0.94979,10.041,0.19875,1.1648,21.818,1271.9,16927,0.20878,0.070731,1.0231,68.185,0.028233,1.2581,10.865,29656,8.4051e+10,0.031317,0.042636,24.244,12.999,8.4418,77.43,2.5808,2.815e-05,27129
4,4,2,0.604,130,2,7.6003,96.5,7.1998,59.765,224.48,8565.1,1.3106e+05,0.48434,0.1548,51.182,3935.8,36.901,2509.1,503.1,1.0296e+06,2.778e+12,0.15964,0.13603,46.642,37.555,43.442,181.3,60.693,6.1611e-05,4.2862e+05
4,4,3,0.724,26,2,4.4075,47.087,2.9577,19.761,126.18,4929.8,81222,0.3542,0.12173,17.761,983.6,6.1795,271.45,199.58,3.5102e+05,1.25e+12,0.092132,0.093564,35.095,24.655,24.406,129.59,25.871,4.8487e-05,1.899e+05
4,4,4,0.878,2.65,2,2.6353,25.66,1.249,6.8667,76.541,2910.2,45589,0.29148,0.098829,5.9595,289.24,0.96278,31.293,82.97,1.1707e+05,5.1146e+11,0.059645,0.068745,31.04,18.751,15.405,106,11.06,4.1027e-05,84515
4,4,5,1.09,2.4,2,1.4644,14.398,0.48093,2.509,44.443,1616.3,25726,0.21225,0.070617,2.1738,118.77,0.15056,4.9042,37.233,42490,1.9888e+11,0.035843,0.043509,25.254,13.377,9.3092,83.299,4.3504,3.0801e-05,38429
4,4,6,1.27,4.19,2,1.0143,10.222,0.26774,1.4672,32.352,1096.6,18216,0.16823,0.060104,1.1772,72.594,0.050443,1.927,24.365,23105,1.1655e+11,0.025293,0.034267,23.218,11.473,7.1935,63.062,2.3517,2.6348e-05,23394
4,4,7,1.44,0.623,2,0.778,8.3712,0.17975,1.0862,24.238,836.04,13491,0.15421,0.058729,0.74188,51.521,0.024019,1.1876,14.318,14013,7.3127e+10,0.020302,0.032952,23.327,11.341,6.6455,60.2,1.5909,2.2999e-05,16122
4,5,2,0.676,146,2,6.7121,79.986,5.1809,40.17,173.24,8133.2,1.3611e+05,0.48153,0.15272,38.329,2501.8,18.637,1075.6,320.87,8.3232e+05,2.5068e+12,0.13664,0.13508,44.871,36.041,38.865,159.27,51.509,6.9425e-05,3.5839e+05
4,5,3,0.727,115,2,5.6617,62.31,3.9819,28.473,132.96,6838,1.0372e+05,0.43427,0.14328,27.732,1576.1,10.845,528.94,205.44,5.99e+05,1.6601e+12,0.11548,0.12349,40.129,31.041,32.451,151.05,38.043,6.2654e-05,2.8556e+05
4,5,4,0.908,43.8,2,2.6729,25.601,1.1522,6.3273,64.992,3086.7,48815,0.28397,0.092631,6.7468,337.64,0.85621,29.49,66.964,1.4027e+05,5.5341e+11,0.055059,0.064577,28.278,17.648,14.787,99.768,11.033,4.1824e-05,93271
4,5,5,1.07,44.3,2,1.7055,17.011,0.54646,3.0143,42.937,2029.5,31299,0.23287,0.07825,2.9704,163.84,0.1954,6.7634,35.59,66353,2.7187e+11,0.040387,0.050495,25.487,14.508,10.773,82.878,5.5667,3.4657e-05,49427
4,5,6,1.24,38.9,2,1.1154,11.59,0.28437,1.6252,30.084,1334.4,19347,0.19111,0.067953,1.3848,86.526,0.056888,2.2393,20.324,31906,1.2553e+11,0.028109,0.042296,23.835,12.825,8.4754,71.647,3.0637,2.8074e-05,27907
4,5,7,1.41,24.3,2,0.8512,9.5552,0.18361,1.1331,24.083,1021.8,15627,0.17047,0.064627,0.88811,65.418,0.023403,1.1943,13.68,20792,8.8314e+10,0.022169,0.037895,23.604,12.092,7.4539,60.87,1.9887,2.6424e-05,20100
4,6,2,0.603,122,2,6.6191,82.203,5.5205,45.322,174.38,7765.1,1.3033e+05,0.44098,0.1435,39.388,2874.9,21.319,1374.3,319.89,8.1156e+05,2.3222e+12,0.13221,0.12802,43.096,34.813,39.308,156.73,54.896,5.956e-05,3.4287e+05
4,6,3,0.692,71.7,2,5.3897,60.45,3.8657,27.798,140.59,6167.3,98615,0.40456,0.13789,24.653,1455.1,10.072,494.65,222.43,5.0356e+05,1.7205e+12,0.10733,0.11643,38.579,28.946,29.992,142,33.466,5.8884e-05,2.464e+05
4,6,4,0.843,21.6,2,2.8534,27.224,1.3715,7.529,73.925,3225.9,53510,0.29323,0.10467,7.1931,312.61,1.1831,33.401,76.844,1.4473e+05,6.0998e+11,0.059122,0.073714,31.144,19.55,16.688,102.2,12.314,4.4348e-05,97281
4,6,5,1,22.1,2,1.7804,17.969,0.61354,3.426,50.314,2030,32829,0.23476,0.086908,3.1797,157.29,0.2441,7.4741,41.972,63070,2.6149e+11,0.0395,0.055706,27.942,15.86,11.778,83.423,6.0035,3.6796e-05,50801
4,6,6,1.16,21.7,2,1.3606,13.987,0.40609,2.2789,40.395,1555,23480,0.20956,0.078208,1.8466,105.55,0.10547,3.6043,30.4,37499,1.5038e+11,0.031227,0.046171,27.096,14.372,9.722,80.706,4.0817,3.2612e-05,34486
4,6,7,1.36,11.4,2,0.90774,9.9725,0.21765,1.2756,28.769,1047,14971,0.17381,0.065916,0.94838,67.135,0.032661,1.4183,18.794,19300,8.0214e+10,0.023553,0.037563,24.611,12.354,7.6156,61.831,2.2004,2.8171e-05,20333
4,7,2,0.599,171,2,8.0865,100.41,7.1845,59.129,225.25,9467.4,1.5208e+05,0.50387,0.15688,54.969,4006.3,34.272,2239.6,479.01,1.1469e+06,3.0381e+12,0.15781,0.14155,48.3,40.35,46.036,187.46,66.813,6.4358e-05,4.7081e+05
4,7,3,0.67,92.7,2,5.3007,58.267,3.7109,26.187,145.2,6138.8,92135,0.40272,0.13802,23.3,1328.7,8.89,425.47,230.67,4.8128e+05,1.5175e+12,0.10315,0.11396,38.781,29.297,30.132,146.66,33.021,5.5355e-05,2.467e+05
4,7,4,0.854,51.6,2,2.5814,25.159,1.134,6.2054,71.736,2956.1,46357,0.27887,0.096701,6.0135,269.13,0.76237,20.823,77.769,1.2346e+05,4.762e+11,0.053543,0.066765,29.455,18.244,14.949,102.8,10.197,4.0658e-05,88213
4,7,5,1.04,32.4,2,1.5822,16.4,0.54647,3.12,49.512,1822.2,29128,0.21226,0.082671,2.5389,132.04,0.20209,6.4213,41.873,52765,2.2241e+11,0.03321,0.05338,26.702,15.113,11.142,78.075,5.2538,3.4432e-05,43139
4,7,6,1.23,47.2,2,1.0413,10.853,0.26253,1.4863,32.121,1191.5,18200,0.17396,0.061872,1.2927,81.683,0.049161,1.9806,22.269,26198,1.0434e+11,0.023805,0.036352,23.01,11.798,7.6037,69.07,2.5928,2.6751e-05,26421
4,7,7,1.39,29.4,2,0.77932,8.8054,0.16642,1.031,23.071,894.57,13387,0.1575,0.066534,0.73542,51.588,0.019352,0.87909,12.856,15173,6.5967e+10,0.018457,0.039903,24.023,12.436,7.6074,60.687,1.6606,2.5673e-05,17291
4,8,2,0.607,126,2,7.0928,88.173,6.0205,48.876,200.12,8141.8,1.2084e+05,0.46558,0.15636,41.636,3056.2,23.478,1489.1,383.96,8.601e+05,2.3106e+12,0.13757,0.13858,45.798,36.612,40.935,167.32,54.813,6.3694e-05,3.792e+05
4,8,3,0.686,91.1,2,5.0928,54.925,3.6249,25.107,140.91,5785.3,91448,0.39204,0.13871,21.462,1192.1,8.4891,392.33,221.01,4.3384e+05,1.4601e+12,0.10055,0.11327,38.87,28.654,29.015,140.79,31.339,5.5314e-05,2.2612e+05
4,8,4,0.831,68.8,2,3.1445,30.048,1.6609,9.3639,87.922,3558.7,55421,0.30121,0.1019,8.8666,426.4,1.7525,56.897,112.17,1.7554e+05,6.5729e+11,0.064536,0.071403,30.831,19.712,17.484,112.74,14.664,4.4727e-05,1.1115e+05
4,8,5,0.999,42.8,2,1.7074,16.403,0.62621,3.3036,49.403,1917.7,30076,0.21894,0.077695,3.0026,147.96,0.27108,8.1382,43.006,59280,2.4122e+11,0.037036,0.049409,25.764,14.436,10.767,82.927,5.8803,3.2991e-05,48376
4,8,6,1.16,32.9,2,1.226,12.224,0.35622,1.9135,36.476,1378.6,21150,0.18693,0.068282,1.6477,92.22,0.086622,2.7124,26.763,32433,1.3279e+11,0.027984,0.041198,24.478,12.757,8.6156,66.159,3.4005,3.093e-05,29943
