c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumtorquerate,sumwork,sumworkrate,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumtorque2,sumtorquerate2,sumwork2,sumworkrate2,sumforceout2,sumforcemus2,sumstress2,sumactstate2,sumdrive2,sumumber,sumbhar,sumuch,sumlich,summarg,summine,sumhoud
4,8,7,1.31,31.1,2,0.9807,10.125,0.24947,1.3777,28.933,1107.6,17281,0.16993,0.065855,1.1272,67.076,0.04466,1.4834,17.878,22379,9.6871e+10,0.023572,0.040621,23.844,12.434,7.8595,55.629,2.4308,2.9132e-05,22789
1,1,2,0.581,41,3,0.6029,7.965,0.69245,6.2242,15.345,852.28,15167,0.17773,0.077028,0.49088,41.07,0.57255,44.356,2.8537,7887.7,2.6887e+10,0.0174,0.041812,26.19,15.053,12.42,72.87,8.4595,1.7707e-05,6785.5
1,1,3,0.645,14.9,3,0.49083,5.8822,0.50078,4.0311,11.971,682.95,11341,0.16051,0.064834,0.3207,22.129,0.30045,18.652,1.9608,5099.6,1.7764e+10,0.014832,0.032975,24.399,13.081,10.037,63.791,5.96,1.6132e-05,4803.1
1,1,4,0.85,22.3,3,0.22664,2.2275,0.13842,0.78998,5.9793,264.72,4969.1,0.10096,0.034014,0.06599,2.926,0.020359,0.59539,0.64146,968.47,5.716e+09,0.0080648,0.013573,18.72,8.0111,4.3175,40.762,1.3495,9.5605e-06,1155.2
1,1,5,0.995,3.13,3,0.13788,1.4359,0.058008,0.33159,3.9758,158.17,2812.2,0.081653,0.029635,0.025307,1.2483,0.0034089,0.090604,0.34078,371.65,2.2447e+09,0.006201,0.011161,18.141,7.2972,3.3552,31.887,0.586,8.0332e-06,621.71
1,1,6,1.23,30,3,0.088772,0.9993,0.02855,0.18493,2.3745,97.844,1905.4,0.06247,0.024775,0.012297,0.79895,0.00092408,0.042154,0.13452,188.24,1.3035e+09,0.0044366,0.0089466,17.151,6.7363,2.6618,28.375,0.30497,6.323e-06,387.97
1,1,7,1.38,23,3,0.071577,0.89942,0.019464,0.14563,1.8738,78.062,1442.5,0.061295,0.023847,0.0079801,0.69234,0.00043702,0.028359,0.12537,122.08,8.7916e+08,0.0046212,0.0086473,16.516,6.4036,2.4326,24.026,0.2165,6.4325e-06,312.18
1,2,2,0.544,154,3,0.86519,11.981,0.97926,9.2708,19.989,1241.7,19930,0.22581,0.097158,0.9763,88.167,1.1348,96.621,4.4701,15900,4.7968e+10,0.023706,0.057989,30.378,18.88,16.507,80.632,12.748,2.3889e-05,11249
1,2,3,0.616,54,3,0.63496,7.9673,0.5878,4.9124,14.443,894.79,14804,0.19429,0.080333,0.51315,38.695,0.39372,26.651,2.432,8206.8,2.8081e+10,0.018038,0.04243,27.944,15.679,12.495,70.766,7.9704,2.2789e-05,6872.7
1,2,4,0.821,31.5,3,0.30546,3.1039,0.18871,1.1661,7.7918,390.22,7516.1,0.12539,0.044443,0.12666,7.2523,0.041536,1.8033,1.0414,1943.8,1.077e+10,0.010028,0.019486,20.159,9.4992,5.9226,46.123,2.4975,1.4199e-05,2084.4
1,2,5,1.05,42.1,3,0.17215,2.0483,0.074053,0.52019,4.5572,209.67,3822.7,0.092813,0.033521,0.04753,3.2884,0.0068762,0.35472,0.45755,705.67,3.8251e+09,0.0069099,0.013536,17.799,7.713,3.931,36.068,0.92479,9.9193e-06,912.75
1,2,6,1.17,55.5,3,0.11801,1.3629,0.04225,0.28912,3.321,137.46,2723.1,0.070287,0.026121,0.026291,1.7357,0.0026481,0.13393,0.25029,388.02,2.5764e+09,0.0045676,0.0096013,16.166,6.5619,2.9365,28.273,0.50644,7.4259e-06,478.48
1,2,7,1.35,37.2,3,0.094126,1.1821,0.027998,0.20497,2.9198,110.86,2069.4,0.068918,0.025608,0.015255,1.2839,0.0009355,0.059235,0.25789,228.79,1.5571e+09,0.0047196,0.0091888,16.441,6.4698,2.7374,26.646,0.33535,7.5755e-06,386.35
1,3,2,0.558,65,3,1.121,15.122,1.0687,9.7987,18.825,1646.1,25743,0.34549,0.11754,1.543,137.17,1.2537,102.84,4.3533,26959,7.7132e+10,0.050545,0.074912,33.124,22.346,18.971,135.33,13.127,3.0444e-05,17624
1,3,3,0.665,13.2,3,0.74984,8.9775,0.56652,4.4635,12.197,1083.6,16298,0.29343,0.091469,0.69882,49.107,0.35433,21.712,2.0354,12063,3.7931e+10,0.040093,0.0488,28.99,17.466,13.232,112.36,7.4427,2.4243e-05,9481.1
1,3,4,0.85,20.6,3,0.35558,3.5838,0.1711,0.99191,6.8803,485.51,7846.7,0.20429,0.052541,0.16354,8.9179,0.030381,1.1761,0.93319,2743.4,1.1622e+10,0.02372,0.023235,21.707,10.725,6.6326,83.478,2.22,1.6123e-05,2885.7
1,3,5,1.1,8.07,3,0.17367,1.8157,0.053617,0.30362,3.7841,221.09,3959.6,0.12882,0.033723,0.045926,2.5355,0.003257,0.10894,0.35777,751.53,4.0457e+09,0.013949,0.013412,17.392,7.4081,3.8445,53.998,0.66843,1.1426e-05,978.49
1,3,6,1.28,3.42,3,0.13391,1.5008,0.033946,0.21037,2.7497,159.25,3055.5,0.11579,0.031059,0.026111,1.7241,0.0011454,0.048004,0.21229,408.7,2.9205e+09,0.01281,0.011694,16.843,6.938,3.397,49.938,0.38456,9.1833e-06,578.65
1,4,2,0.624,58.3,3,0.60342,7.8222,0.61872,5.3518,13.582,853.49,12328,0.19285,0.082297,0.4573,36.286,0.438,31.258,2.3052,7459.3,2.1057e+10,0.017535,0.044154,27.997,15.946,12.741,73.112,8.1583,2.1748e-05,6665.2
1,4,3,0.733,14.2,3,0.36376,3.9156,0.27467,1.887,8.3576,492.4,7657.6,0.1451,0.05603,0.16526,9.123,0.084452,3.7676,1.0606,2620,9.7332e+09,0.01137,0.025058,23.087,11.243,7.599,54.281,3.4054,1.5837e-05,2960.9
1,4,4,0.851,13.4,3,0.22456,2.2414,0.12544,0.7158,5.5502,268.53,4543.6,0.10506,0.038107,0.064469,2.9221,0.015876,0.46519,0.54509,963.21,5.1007e+09,0.0071307,0.015162,19.758,8.6538,4.7415,41.009,1.3492,1.1037e-05,1251
1,4,5,1.09,22.5,3,0.12093,1.2764,0.045702,0.26507,3.3555,136.77,2317.2,0.079664,0.027755,0.020707,1.1582,0.0021748,0.072684,0.26407,302.5,1.6311e+09,0.0050796,0.0094387,17.726,7.0004,3.0643,30.61,0.48099,7.9433e-06,491.17
1,4,6,1.29,3.84,3,0.085069,0.97868,0.026571,0.17292,2.3907,94.728,1646.2,0.06578,0.024716,0.011256,0.80588,0.00077014,0.036159,0.16364,173.76,1.112e+09,0.0042409,0.0085716,16.806,6.5078,2.6284,26.356,0.2905,6.7669e-06,330.5
1,5,1,0.529,141,3,1.0897,15.606,1.2637,12.262,22.288,1595.7,28031,0.26842,0.10833,1.6098,154.3,1.9987,178.63,6.1746,27018,8.3908e+10,0.029936,0.070049,31.008,20.874,19.197,89.162,15.73,3.3652e-05,16226
1,5,2,0.591,125,3,0.94781,12.83,0.95215,8.6092,18.688,1371.5,22590,0.27055,0.10351,1.1424,97.269,1.0914,85.625,4.1881,18764,5.9596e+10,0.028759,0.062567,30.712,19.549,16.89,94.438,11.943,3.1257e-05,12622
1,5,3,0.669,56.5,3,0.63348,7.6021,0.53943,4.1993,13.004,911.53,15363,0.21742,0.079478,0.54102,35.727,0.36155,20.866,2.3836,8954.6,3.2126e+10,0.020746,0.042239,25.875,14.882,11.612,75.87,6.3265,2.4116e-05,7183.2
1,5,4,0.862,56.1,3,0.28373,2.9036,0.13943,0.81085,6.4428,375.19,6926.9,0.13466,0.043312,0.10937,5.2306,0.021535,0.64224,0.82059,1742.8,8.8113e+09,0.010289,0.018956,19.204,8.9247,5.4981,48.604,1.6573,1.4037e-05,1942.6
1,5,5,1.03,61.9,3,0.17851,1.9641,0.065183,0.39428,4.5362,216.69,3542.5,0.10451,0.035087,0.046669,2.5434,0.0048876,0.15543,0.47936,727.31,3.5568e+09,0.0073917,0.013921,17.834,7.7331,4.0727,40.799,0.74914,1.071e-05,851.04
1,5,6,1.25,41.7,3,0.12341,1.424,0.034157,0.21382,3.1211,143.63,2550.4,0.083802,0.029547,0.021745,1.4796,0.0011144,0.044187,0.279,328.83,2.0467e+09,0.0055072,0.010946,16.858,6.8364,3.2313,30.894,0.37172,9.0501e-06,483.35
1,6,1,0.542,73.4,3,1.0115,14.076,1.2174,11.606,23.897,1462.1,25414,0.24622,0.10534,1.3114,119.88,1.7131,148.77,6.378,21445,7.0386e+10,0.025535,0.06485,31.82,20.841,18.868,94.107,16.251,3.0835e-05,13984
1,6,2,0.597,69.4,3,0.77824,10.264,0.83944,7.4145,17.482,1116.9,20291,0.21596,0.088822,0.83398,67.01,0.87381,64.839,3.7514,13535,4.8779e+10,0.021087,0.050577,27.829,17.067,14.582,83.23,10.426,2.4447e-05,9581.9
1,6,3,0.681,50.2,3,0.56168,6.5154,0.47565,3.611,11.977,791.45,13377,0.18936,0.072773,0.40725,25.554,0.26309,14.359,2.0001,6527.4,2.4875e+10,0.016568,0.03625,25.63,13.977,10.591,69.299,5.779,2.045e-05,5719.6
1,6,4,0.826,19,3,0.29155,2.9429,0.16443,0.96701,7.0857,382.52,6768,0.12721,0.044477,0.11181,5.3096,0.02891,0.9121,0.91028,1737.7,8.4581e+09,0.0091277,0.018963,20.153,9.3177,5.7493,50.737,1.9923,1.226e-05,2033
1,6,5,1.01,11.5,3,0.18187,1.9184,0.072221,0.42934,4.4782,214.95,3522.5,0.088786,0.032596,0.046112,2.315,0.0055331,0.16814,0.40248,689.02,3.5532e+09,0.0053048,0.012087,18.254,7.4994,3.8253,36.002,0.80763,1.0118e-05,864.37
1,6,6,1.16,13.3,3,0.12963,1.4713,0.042922,0.2693,3.5636,149.27,2795.7,0.079954,0.028771,0.025477,1.6001,0.0021181,0.083111,0.31601,372.14,2.3727e+09,0.0050624,0.010138,17.295,6.9427,3.2038,32.572,0.47881,8.5872e-06,508.53
1,7,1,0.511,88.9,3,0.97376,13.592,1.1412,11.068,22.002,1416.7,22359,0.2556,0.10741,1.0984,103.5,1.3693,122.98,4.8193,18223,5.1193e+10,0.025398,0.063171,32.59,21.152,18.459,101.02,14.461,2.6856e-05,12960
1,7,2,0.568,67.6,3,0.75508,9.8142,0.75526,6.6762,15.808,1076.9,16381,0.22449,0.092505,0.65617,53.198,0.59873,44.91,2.779,10740,3.1826e+10,0.020651,0.050445,29.667,17.959,14.771,87.47,9.7821,2.349e-05,8754.7
1,7,3,0.68,55.1,3,0.45409,5.0464,0.37451,2.7145,9.95,634.08,10077,0.16769,0.063419,0.26243,15.276,0.15799,7.8813,1.397,4264.7,1.5497e+10,0.013333,0.030019,23.878,12.655,9.1041,67.606,4.5412,1.6843e-05,4189.1
1,7,4,0.87,20,3,0.21466,2.1373,0.11033,0.61324,5.2051,262.14,4707,0.10453,0.034839,0.063397,2.896,0.013037,0.38031,0.4807,958.55,5.266e+09,0.0068745,0.013532,17.737,7.7923,4.349,42.589,1.1893,9.8719e-06,1156.2
1,7,5,1.04,39.2,3,0.12714,1.3348,0.047876,0.27739,3.3332,145.11,2859.3,0.075034,0.02802,0.025544,1.3612,0.0027208,0.088498,0.26495,385.8,2.373e+09,0.0044857,0.0093219,16.496,6.6322,3.1764,31.466,0.50948,7.6527e-06,504.93
1,7,6,1.23,11.4,3,0.092668,1.1055,0.028707,0.19214,2.6729,105.14,1910.3,0.067525,0.024728,0.014361,1.0474,0.00097697,0.048468,0.22642,217.01,1.2675e+09,0.0042886,0.0085017,15.619,6.1448,2.6873,27.367,0.3115,6.7263e-06,347.79
1,8,1,0.5,171,3,0.82597,11.704,0.97631,9.5831,19.229,1198.5,19186,0.21901,0.098052,0.86007,83.491,1.0719,98.391,3.9751,14292,3.8806e+10,0.020501,0.057747,30.745,19.313,17.134,84.862,13.981,2.5325e-05,10508
1,8,2,0.547,104,3,0.71182,9.5942,0.78635,7.2655,15.426,1022.3,17636,0.20089,0.087534,0.64617,56.832,0.70063,58.134,2.6903,10694,3.2953e+10,0.018293,0.049037,28.141,16.911,14.426,78.57,10.191,2.076e-05,8501.2
1,8,3,0.659,40.9,3,0.487,5.7572,0.41708,3.1855,10.125,679.1,11097,0.17152,0.068142,0.29252,18.878,0.19629,11.042,1.3521,4639.4,1.672e+10,0.013898,0.033156,25.035,13.29,9.824,63.521,4.9466,2.0281e-05,4498.3
1,8,4,0.822,29,3,0.24892,2.5042,0.14397,0.84035,5.867,303.71,5445.8,0.11284,0.037976,0.079164,3.6941,0.021935,0.67626,0.62701,1183.7,6.2333e+09,0.0078119,0.014643,18.978,8.3411,4.8544,44.464,1.5929,1.1168e-05,1259.5
1,8,5,0.938,46.9,3,0.17356,1.7306,0.078397,0.44508,4.411,196.21,3089.8,0.087632,0.030922,0.039311,1.7658,0.0063071,0.17137,0.36073,572.1,2.7828e+09,0.0054323,0.010167,18.36,7.3706,3.6025,33.638,0.78343,9.3101e-06,721.04
1,8,6,1.14,41,3,0.11448,1.2841,0.039587,0.24805,2.9245,132.22,2152,0.077519,0.029951,0.019787,1.226,0.0018105,0.0757,0.19665,289.14,1.4541e+09,0.0045355,0.010423,18.072,7.3832,3.2804,34.001,0.43595,7.7931e-06,450.99
2,1,2,0.6,69.5,3,2.1384,26.875,2.0315,16.952,60.043,2977.3,47982,0.3507,0.13211,4.1433,310.28,3.1615,214.42,37.017,78649,2.0145e+11,0.052213,0.09169,36.344,25.421,25.162,131.99,23.883,4.258e-05,61149
2,1,3,0.658,42.1,3,1.7697,20.15,1.5055,11.263,48.731,2441.4,36951,0.319,0.11407,2.7658,170.04,1.6828,91.776,25.797,52153,1.3924e+11,0.044691,0.071796,33.028,21.463,20.243,120.21,17.042,3.7142e-05,44911
2,1,4,0.85,23,3,0.94497,9.2554,0.5443,3.1135,27.26,1270.2,19649,0.24429,0.079805,0.77837,35.203,0.19095,5.9814,10.018,14203,4.9877e+10,0.027005,0.041877,27.341,14.695,11.337,88.051,6.1259,2.9257e-05,17089
2,1,5,1.01,11.5,3,0.51793,5.4096,0.19867,1.1507,16.245,669.75,10197,0.17366,0.059987,0.27144,14.22,0.026743,0.84131,4.6532,4898.2,1.7924e+10,0.016585,0.028606,23.614,11.316,7.3261,61.832,2.2855,2.1547e-05,7377.7
2,1,6,1.23,14.1,3,0.32884,3.6166,0.097312,0.57443,10.199,417.96,6270.3,0.13367,0.048774,0.12619,7.8707,0.0070195,0.26569,2.2736,2271.8,8.5708e+09,0.01105,0.022749,21.35,9.5932,5.5163,48.782,1.1127,1.7235e-05,4031
2,2,2,0.565,135,3,2.8615,37.526,2.6489,23.706,75.719,4042,56700,0.44811,0.16443,6.3839,525.23,4.9003,381.41,48.989,1.2367e+05,2.7531e+11,0.069024,0.12094,44.054,32.28,32.938,159.91,34.202,5.5473e-05,86690
2,2,3,0.642,84.7,3,1.924,23.296,1.547,12.287,47.21,2682.4,39252,0.35129,0.12573,3.2747,229.27,1.842,113.99,24.055,63307,1.5937e+11,0.048601,0.082922,34.92,23.462,22.342,127.1,19.455,4.1396e-05,51306
2,2,4,0.836,45.1,3,0.92994,9.2307,0.49288,2.8379,24.844,1278.2,19190,0.24503,0.079591,0.77798,39.148,0.16761,5.8152,9.2015,15154,4.95e+10,0.025894,0.042336,26.431,14.43,11.308,90.895,6.0018,2.9454e-05,17605
2,2,5,1.02,45.5,3,0.56803,6.0759,0.22199,1.3425,15.439,761.81,12726,0.18988,0.062995,0.34442,20.875,0.038013,1.6394,4.3305,6410.1,2.4943e+10,0.017327,0.030822,23.549,11.836,7.8954,73.307,2.875,2.2505e-05,8683.3
2,2,6,1.21,44.8,3,0.36504,4.019,0.10764,0.6682,10.097,470.56,7683.7,0.14193,0.051956,0.16036,9.6794,0.0092358,0.36862,2.1357,2953.2,1.1447e+10,0.01189,0.02434,21.392,9.9441,5.9727,53.506,1.3334,1.7191e-05,4877.7
2,2,7,1.4,29.7,3,0.29223,3.6475,0.072254,0.5058,8.9787,373.89,5905.2,0.1335,0.052671,0.10009,7.9189,0.0037758,0.20896,1.8044,1770,8.3024e+09,0.010271,0.024612,22.147,10.117,5.6809,49.41,0.87682,1.7701e-05,3337.9
2,3,2,0.583,76.2,3,2.8742,37.441,2.3026,20.068,51.285,4111.5,58575,0.5542,0.1566,6.8425,551.82,3.6664,270.16,25.709,1.5279e+05,3.2144e+11,0.11822,0.11986,39.57,30.677,28.858,208.29,26.813,5.2017e-05,1.1203e+05
2,3,3,0.695,40.3,3,2.0654,23.787,1.3539,10.205,34.931,2903.1,40785,0.47469,0.13435,3.4949,223.1,1.2451,69.12,14.016,75799,1.8072e+11,0.091581,0.089193,35.318,24.801,21.295,177.39,15.482,4.4316e-05,66238
2,3,4,0.872,78.7,3,1.1165,10.897,0.48975,2.7198,21.337,1534.9,21165,0.36684,0.091456,1.0053,50.264,0.14073,4.7495,6.5414,21073,6.1717e+10,0.057624,0.051616,28.744,16.699,12.291,141.87,5.6093,3.3945e-05,25476
2,3,5,1.03,15.6,3,0.62367,6.3743,0.19647,1.1041,12.73,854.16,12499,0.25257,0.069656,0.38191,19.604,0.026238,0.81271,2.9622,7841.3,2.599e+10,0.032551,0.034444,24.221,12.5,8.27,94.829,2.2481,2.6185e-05,11719
2,3,6,1.22,0.115,3,0.39632,4.2129,0.096213,0.53699,8.5483,523.38,8677,0.19587,0.055242,0.17076,10.144,0.0063074,0.21478,1.6927,3523.7,1.5098e+10,0.024489,0.027651,20.613,10.105,6.278,75.66,1.0424,1.9808e-05,6235.8
2,3,7,1.39,25,3,0.33868,3.8851,0.073695,0.45411,7.177,439.19,6666.2,0.18822,0.055849,0.12274,8.6552,0.0035161,0.15557,1.3021,2441.4,1.0076e+10,0.022871,0.027212,21.319,10.229,6.1072,74.959,0.78091,1.8332e-05,4680.3
2,4,2,0.632,44.7,3,2.0533,25.621,1.6807,13.727,52.088,2842.5,40636,0.36526,0.13275,3.5674,261.67,2.0458,131.33,27.729,69188,1.6049e+11,0.051039,0.091374,36.592,24.997,24.052,133.94,21.654,4.2926e-05,57486
2,4,3,0.711,35.2,3,1.6005,17.549,1.1858,8.4345,41.105,2204.6,30793,0.3233,0.11213,2.1387,123.79,0.97238,47.297,19.255,41994,1.0644e+11,0.040689,0.066588,33.013,20.531,18.32,117.04,13.934,3.8849e-05,39966
2,4,4,0.879,17.2,3,0.79676,7.8647,0.38997,2.1648,21.577,1069.4,16856,0.22429,0.072001,0.58331,28.809,0.10146,3.3551,7.1332,11154,3.8495e+10,0.022258,0.038685,24.87,13.121,9.8371,81.96,4.4954,2.6683e-05,14532
2,4,5,1.08,8.87,3,0.48999,5.0649,0.17478,0.9915,14.582,650.93,10081,0.17225,0.057997,0.25503,13.602,0.022746,0.75044,3.8486,4681.8,1.7e+10,0.014888,0.02737,22.85,10.788,7.0286,62.776,2.135,2.1772e-05,7176.5
2,4,6,1.29,0.553,3,0.31846,3.6338,0.088022,0.55926,9.6442,410.79,6088.3,0.13609,0.050592,0.11718,8.1769,0.0056787,0.266,2.0855,2138,7.9796e+09,0.010937,0.02292,21.315,9.6935,5.6381,48.861,1.0624,1.7133e-05,3947.4
2,5,1,0.542,168,3,3.5836,49.189,3.5306,33.245,81.571,5069.5,84279,0.50959,0.16965,10.851,974.87,9.2812,806.65,61.582,2.1843e+05,5.2875e+11,0.0902,0.13594,44.19,35.087,36.748,175.31,42.518,6.4904e-05,1.3454e+05
2,5,2,0.616,104,3,2.9517,37.435,2.6032,22.147,64.284,4146.2,59799,0.48956,0.16406,7.0417,532.15,4.9144,346.45,38.845,1.4106e+05,3.2921e+11,0.080556,0.12222,42.184,31.672,31.185,178.47,29.677,6.3309e-05,97726
2,5,3,0.689,83.1,3,2.1314,24.493,1.5855,11.921,45.09,2960.8,43011,0.40599,0.13299,3.7885,234.61,1.7895,98.032,22.134,74985,1.9208e+11,0.059389,0.087124,35.852,24.642,22.563,146.81,17.964,4.7645e-05,61022
2,5,4,0.884,51.6,3,0.97621,9.6025,0.45193,2.5219,21.557,1327.5,20835,0.27598,0.080469,0.85233,44.021,0.13878,4.7855,7.1628,16670,5.7561e+10,0.030973,0.045061,26.045,14.615,11.142,99.399,5.3638,3.1548e-05,19190
2,5,5,1.07,28.3,3,0.58723,6.2132,0.19808,1.1874,13.466,774.39,11134,0.20869,0.064472,0.35505,21.78,0.028441,1.1788,3.594,6754.7,2.2601e+10,0.020009,0.032299,22.985,11.751,7.8838,80.449,2.5033,2.3548e-05,9229.5
2,5,6,1.27,28.9,3,0.3877,4.3355,0.1009,0.64608,9.4692,509.05,7337,0.17734,0.05511,0.17071,11.575,0.0075102,0.35954,2.0548,3245.5,1.1437e+10,0.015375,0.027111,21.709,10.488,6.3573,71.791,1.2389,1.9123e-05,5376.5
2,6,1,0.558,79.5,3,3.0689,41.655,3.073,28.373,80.867,4371.2,73475,0.45434,0.16545,7.8314,691.1,7.0109,578.15,60.179,1.5664e+05,4.1209e+11,0.073962,0.12756,44.604,34.511,35.582,166.21,41.653,5.3104e-05,1.0274e+05
2,6,2,0.621,73.6,3,2.3991,29.445,2.1132,17.505,58.471,3395.8,51634,0.41509,0.15129,4.7252,341.97,3.342,226.5,32.78,92523,2.4641e+11,0.059726,0.10527,40.506,28.868,28.055,156,25.748,4.8201e-05,68681
2,6,3,0.706,36.9,3,1.6762,18.691,1.2352,9.003,39.557,2340.8,38014,0.33601,0.11517,2.5173,146.75,1.1755,59.767,18.432,48568,1.5108e+11,0.043681,0.070524,32.48,21.078,19.073,119.85,14.644,4.0984e-05,42079
2,6,4,0.809,38.2,3,1.0746,10.353,0.58428,3.3517,26.464,1474.6,22871,0.26747,0.08548,0.99389,42.697,0.22998,6.858,9.486,18957,6.5775e+10,0.028641,0.044827,27.898,15.363,12.316,96.223,6.5885,3.2933e-05,21509
2,6,5,0.996,11.8,3,0.58231,5.9125,0.21134,1.1879,15.646,768.01,12052,0.18695,0.066509,0.3203,15.588,0.029465,0.79786,4.3217,6051.7,2.2571e+10,0.016229,0.031465,24.3,11.957,8.0559,65.775,2.3435,2.5321e-05,8813.4
2,6,6,1.16,5.6,3,0.37139,3.9342,0.10879,0.6115,10.578,472.47,7664.1,0.1421,0.051958,0.15106,8.5159,0.0083132,0.2589,2.3011,2754.4,1.2302e+10,0.010735,0.023339,21.416,9.8079,5.9205,51.204,1.2041,1.9802e-05,4670.5
2,7,1,0.499,164,3,3.0268,41.977,2.8542,27.194,75.967,4304.8,65014,0.44152,0.16192,7.5071,703.13,5.867,515.22,50.377,1.5165e+05,3.28e+11,0.071282,0.12452,42.551,32.979,33.705,160.65,37.273,5.7265e-05,1.0315e+05
2,7,2,0.525,133,3,3.1113,41.01,3.0182,27.516,80.221,4398.1,63306,0.45889,0.1681,7.5439,636.91,6.2725,510.82,54.345,1.5101e+05,3.2859e+11,0.073509,0.12734,43.318,33.159,33.568,167.87,33.849,5.8651e-05,1.0344e+05
2,7,3,0.639,71.1,3,1.8435,20.662,1.3721,10.105,44.072,2551.1,40105,0.34418,0.11891,2.7725,164.65,1.2561,66.019,20.464,55515,1.5425e+11,0.04576,0.075735,33.282,22.072,20.128,129.83,15.032,4.1311e-05,50111
2,7,4,0.84,35.1,3,0.88235,8.5826,0.41077,2.3157,22.635,1180.1,17927,0.23481,0.077014,0.70042,30.862,0.10449,3.0176,7.0825,13434,4.3195e+10,0.023208,0.039644,26.088,13.968,10.477,92.804,4.5605,2.8542e-05,17252
2,7,5,1.03,36.7,3,0.48136,5.0636,0.16525,0.9643,12.722,624.39,9744.3,0.16159,0.057953,0.25599,13.465,0.020281,0.65036,3.0165,4818.9,1.6489e+10,0.01346,0.026242,21.774,10.634,6.9282,61.974,1.9359,2.0233e-05,7165.8
2,7,6,1.2,33.5,3,0.34909,3.8212,0.09525,0.57494,9.2326,446.15,7442.9,0.14291,0.051227,0.13846,8.6918,0.0064982,0.25031,1.8645,2611.9,1.0851e+10,0.010784,0.023302,20.852,9.781,5.8655,55.845,1.1094,1.7436e-05,4657.3
2,8,1,0.536,173,3,2.9825,40.028,2.9579,27.281,80.601,4221.4,62461,0.43796,0.16031,7.2484,626.43,6.1811,507.77,55.827,1.4494e+05,3.0733e+11,0.068142,0.12167,42.535,32.03,33.517,160.65,36.468,5.0144e-05,99983
2,8,2,0.568,127,3,2.6109,34.071,2.3854,20.831,65.988,3659,52696,0.41407,0.14845,5.6329,454.42,3.9965,295.51,39.503,1.1118e+05,2.4455e+11,0.062431,0.10816,39.328,28.682,29.023,153.67,28.441,4.828e-05,82586
2,8,3,0.671,64,3,1.8474,21.595,1.3855,10.543,43.534,2559.6,39559,0.35073,0.12197,2.886,187.13,1.3498,75.995,20.153,55028,1.4978e+11,0.046241,0.076884,34.24,22.339,20.738,127.89,16.415,4.4593e-05,48036
2,8,4,0.833,40.2,3,0.96925,9.3922,0.50757,2.8628,24.344,1302.6,20076,0.25007,0.080841,0.83614,39.889,0.16991,5.619,8.3076,15622,5.129e+10,0.025373,0.042204,27.036,14.699,11.342,97.099,5.8895,2.9669e-05,18344
2,8,5,0.999,55,3,0.59318,6.0491,0.24498,1.4179,16.183,783.93,12307,0.18499,0.061755,0.37077,19.244,0.048537,1.6272,4.6581,6947.7,2.5439e+10,0.016515,0.030778,22.478,11.421,7.9387,72.611,2.9731,2.1473e-05,9355
2,8,6,1.14,24.1,3,0.41136,4.2406,0.12947,0.73646,11.126,538.67,7781.3,0.16281,0.051808,0.18363,10.946,0.012666,0.4813,2.5832,3477.7,1.1885e+10,0.013167,0.023675,21.477,10.043,6.1233,65.038,1.5713,1.929e-05,5712
3,1,2,0.611,65.8,3,4.3328,53.245,3.9071,31.515,127.95,5936.9,92842,0.5047,0.16553,16.201,1168,10.637,685.94,161.79,3.0159e+05,7.541e+11,0.099034,0.12701,44.232,33.656,37.341,184.45,44.439,6.1004e-05,1.7395e+05
3,1,3,0.702,54.4,3,2.8563,31.15,2.1154,14.589,84.748,3885.1,63715,0.40296,0.12763,7.2994,412.83,3.1381,145.29,84.123,1.3468e+05,4.1003e+11,0.068681,0.086604,35.169,23.994,24.215,147.22,23.461,4.9757e-05,93850
3,1,4,0.842,33.3,3,1.7337,16.759,0.96721,5.3013,52.634,2293.3,36437,0.3067,0.093838,2.6745,119.7,0.57605,16.124,40.308,49828,1.6697e+11,0.043512,0.057154,28.682,16.863,14.479,112.78,9.6724,3.9233e-05,45449
3,1,5,1.04,31.5,3,1.0062,10.027,0.4081,2.1397,31.236,1292.3,20210,0.22729,0.073026,1.0099,50.668,0.10766,3.0682,17.82,18351,6.5529e+10,0.027145,0.039642,24.752,12.943,9.4365,86.301,4.1927,2.8501e-05,20704
3,1,6,1.19,26.1,3,0.75779,7.9005,0.25872,1.4134,22.698,951.86,14719,0.1871,0.064,0.63756,38.081,0.043885,1.6216,10.671,11780,3.9579e+10,0.020915,0.034475,22.739,11.401,7.8251,69.864,2.5749,2.4508e-05,15089
3,1,7,1.43,2.6,3,0.50217,5.9513,0.13554,0.85359,15.961,632.35,10309,0.15478,0.059822,0.32164,23.94,0.014116,0.67093,6.574,5814,2.2979e+10,0.014974,0.031067,22.485,10.863,6.6237,56.343,1.5177,2.1197e-05,8055.2
3,2,2,0.574,174,3,5.4793,70.459,4.9702,43.69,157,7663.4,1.1817e+05,0.60727,0.19311,23.329,1839.6,16.612,1261.2,213.12,4.56e+05,1.0716e+12,0.12205,0.15721,51.385,40.724,46.797,207.1,60.237,9.5781e-05,2.4384e+05
3,2,3,0.65,121,3,3.7407,43.788,2.9456,22.367,99.166,5132.1,80272,0.4699,0.14718,12.377,799.08,6.3765,358.61,110.32,2.3788e+05,6.2693e+11,0.084924,0.10891,38.808,28.195,30.348,159.74,32.206,6.0327e-05,1.4557e+05
